umap_1,umap_2,is_anomaly,label,score
3.6654272,2.5198178,0,Normal,0.4125704765319824
-1.8976039,8.549507,0,Normal,0.4637834429740906
-0.23142137,5.7197843,0,Normal,0.4315101504325866
15.827087,12.373395,0,Normal,0.4503554403781891
-0.7699023,6.720487,0,Normal,0.4336240589618683
11.137799,11.175937,0,Normal,0.4875110387802124
14.541052,13.766718,0,Normal,0.4676645696163177
3.0080535,3.00061,0,Normal,0.4112894535064697
13.051245,14.303802,0,Normal,0.4440692067146301
11.642947,10.790899,0,Normal,0.4230792820453644
11.083535,11.607954,0,Normal,0.4060511887073517
12.993892,13.747776,0,Normal,0.4503931999206543
8.5210905,9.685579,0,Normal,0.4108255207538605
11.547343,8.997871,0,Normal,0.4310978651046753
8.104567,11.137641,0,Normal,0.4202876687049866
-1.1232922,5.0646586,0,Normal,0.4323880672454834
11.181617,12.2894125,0,Normal,0.4272747039794922
8.244495,9.963557,0,Normal,0.418743371963501
14.9729185,13.960965,0,Normal,0.4350732862949371
7.431427,9.727206,0,Normal,0.3873149752616882
14.080711,15.001889,0,Normal,0.4702129364013672
8.332116,9.634901,0,Normal,0.4124985635280609
2.1062195,4.095588,0,Normal,0.4530839920043945
-0.96969044,5.225853,0,Normal,0.380918949842453
-0.7016236,4.4273133,0,Normal,0.4262260794639587
12.155278,12.50801,0,Normal,0.6576790809631348
15.014985,12.282797,0,Normal,0.4605524241924286
10.609418,11.494108,0,Normal,0.4421581327915191
-2.4011965,6.7575455,0,Normal,0.4452260732650757
13.1732235,13.595234,0,Normal,0.4117234945297241
2.660325,4.0868497,0,Normal,0.3915516436100006
8.572015,10.923197,0,Normal,0.3950801491737366
-0.3230384,6.0117197,0,Normal,0.4894594550132751
-2.4179919,7.486593,0,Normal,0.4255566596984863
-1.1611472,6.7086654,0,Normal,0.4551449120044708
14.650914,14.50679,0,Normal,0.4119931757450104
2.4753256,3.1307342,0,Normal,0.4353474378585815
15.35974,13.523882,0,Normal,0.4392963051795959
-1.2535787,7.666002,0,Normal,0.4025735259056091
-1.30816,5.760759,0,Normal,0.4181931316852569
12.115979,11.370974,0,Normal,0.420210599899292
-0.8820434,8.097993,0,Normal,0.4000376462936401
16.3678,15.270907,0,Normal,0.40402752161026
8.337718,10.027965,0,Normal,0.5347456932067871
8.627625,9.357226,0,Normal,0.6622847318649292
11.7763,13.011852,0,Normal,0.4516702890396118
3.145704,2.5484064,0,Normal,0.4378354549407959
8.981367,9.925244,0,Normal,0.4912185668945312
16.649612,13.165053,0,Normal,0.4494377672672272
16.311718,15.261679,0,Normal,0.4730210602283478
-1.4558371,6.7277927,0,Normal,0.4369034469127655
-2.3257844,8.139292,0,Normal,0.4587799310684204
10.835732,12.064487,0,Normal,0.5909043550491333
16.543772,15.168075,0,Normal,0.4841254949569702
12.272298,10.21155,0,Normal,0.4637999534606933
12.1147585,14.133728,0,Normal,0.496827632188797
13.752898,14.496821,0,Normal,0.4073414206504822
12.8175335,13.206332,0,Normal,0.4172061383724212
8.109853,10.360354,0,Normal,0.4278775453567505
16.790007,13.2520895,0,Normal,0.436748743057251
0.042355914,4.2017136,0,Normal,0.4449545741081238
11.940781,12.725421,0,Normal,0.4413331151008606
3.0510175,2.779076,0,Normal,0.4317440688610077
15.841714,12.791979,0,Normal,0.4513728022575378
11.744808,13.030001,0,Normal,0.4218680560588836
8.232647,9.898864,0,Normal,0.4329949021339416
12.971672,14.720728,0,Normal,0.4591495990753174
8.50172,10.71372,0,Normal,0.3988590240478515
14.85822,14.6737385,0,Normal,0.5575621724128723
-0.5522938,4.17216,0,Normal,0.4362927079200744
11.249559,10.949991,0,Normal,0.429095983505249
-0.86481464,4.0234823,0,Normal,0.3944374024868011
14.6421995,14.613311,0,Normal,0.4320867657661438
3.0178263,3.9673138,0,Normal,0.5252166986465454
16.838116,14.966076,0,Normal,0.478617399930954
8.044178,10.860575,0,Normal,0.4216238558292389
-0.8235477,5.3775625,0,Normal,0.4399007558822632
-0.077815875,4.0677357,0,Normal,0.3936583399772644
-0.956563,4.3959956,0,Normal,0.4926087856292724
3.9748237,4.3662004,0,Normal,0.4331307411193847
10.628747,9.74948,0,Normal,0.4338911175727844
8.165582,11.539792,0,Normal,0.4258836507797241
-1.570171,5.407866,0,Normal,0.4158229231834411
11.230274,9.912082,0,Normal,0.4482501745223999
-1.9337591,7.7408543,0,Normal,0.3947530090808868
7.910946,9.550326,0,Normal,0.4399168491363525
-2.287669,7.7855153,0,Normal,0.427937388420105
-2.3323007,8.694741,0,Normal,0.4807943701744079
-0.997753,6.836074,0,Normal,0.4114760756492615
8.295883,10.554303,0,Normal,0.4351741075515747
-0.01253267,7.022269,0,Normal,0.4501774907112121
-0.43433198,5.789891,0,Normal,0.4300498366355896
9.432388,9.827166,0,Normal,0.4168781638145447
8.824709,10.301425,0,Normal,0.4588691592216491
17.701555,13.700164,0,Normal,0.4095958471298218
2.0946476,4.075406,0,Normal,0.4111365973949432
16.37304,15.231605,0,Normal,0.4044807553291321
-2.3816054,7.9765105,0,Normal,0.4194910824298858
8.333789,9.742581,0,Normal,0.4457643628120422
-1.2469957,6.3984065,0,Normal,0.449435293674469
-1.1692512,4.777688,0,Normal,0.4598445892333984
14.612269,13.90698,0,Normal,0.4048542082309723
10.302343,10.073753,0,Normal,0.4270229041576385
8.165603,10.058213,0,Normal,0.4102182984352112
16.804451,13.234139,0,Normal,0.4066556096076965
8.95395,10.727772,0,Normal,0.4622887074947357
-2.381649,6.755044,0,Normal,0.4379892349243164
7.811725,10.324811,0,Normal,0.4067737460136413
-0.2637451,7.438943,0,Normal,0.3956658542156219
9.613086,10.764931,0,Normal,0.421529620885849
-2.236944,6.2191257,0,Normal,0.4201610088348388
3.4600232,3.9510436,0,Normal,0.4606522917747497
17.390236,13.464669,0,Normal,0.3818114995956421
0.13309269,5.724341,0,Normal,0.4227184653282165
14.39454,14.700489,0,Normal,0.4382821321487427
-1.6693909,7.328879,0,Normal,0.4367348551750183
16.485298,12.51017,0,Normal,0.4156225621700287
3.0552306,3.7937503,0,Normal,0.3846740126609802
13.867066,14.749306,0,Normal,0.4650003015995025
-1.176262,8.683674,0,Normal,0.3974820673465729
-1.8646475,6.487382,0,Normal,0.4930627942085266
2.702178,3.994467,0,Normal,0.4354703426361084
8.176186,11.360313,0,Normal,0.4134743809700012
14.890513,12.967139,0,Normal,0.4387878775596618
15.642184,12.1429615,0,Normal,0.4606947898864746
14.969447,13.445839,0,Normal,0.426108717918396
-1.6163924,6.0284395,0,Normal,0.4165696501731872
13.667996,14.890975,0,Normal,0.4421435296535492
11.533032,13.515505,0,Normal,0.4513894319534302
10.694235,12.679739,0,Normal,0.4368405938148498
16.701056,13.181106,0,Normal,0.4341621994972229
2.916855,4.1125255,0,Normal,0.4387559294700622
7.713914,10.4715185,0,Normal,0.4337875843048095
13.217801,14.374164,0,Normal,0.4138440787792206
3.5826702,3.2647476,0,Normal,0.3922956585884094
-1.8863484,8.76498,0,Normal,0.44752037525177
7.978675,11.128424,0,Normal,0.4213071763515472
-0.48053604,5.1577168,0,Normal,0.4207186996936798
12.871907,14.568848,0,Normal,0.4481654167175293
-2.638825,8.308252,0,Normal,0.4021749794483185
14.844407,14.340978,0,Normal,0.4235837459564209
-0.567484,4.1244936,0,Normal,0.4580111801624298
11.533259,9.54696,0,Normal,0.4924453496932983
-0.9226092,5.756952,0,Normal,0.4414576292037964
11.703099,12.806506,0,Normal,0.4203159213066101
17.399883,13.460878,0,Normal,0.4529826939105987
-2.1374824,8.606639,0,Normal,0.4006686806678772
3.2895637,3.6949759,0,Normal,0.4457396864891052
9.12125,10.095986,0,Normal,0.448345810174942
16.954412,13.06492,0,Normal,0.4227871894836426
16.38931,15.179865,0,Normal,0.4505418539047241
10.860451,10.155038,0,Normal,0.4087275266647339
-1.8650181,6.0874662,0,Normal,0.4355728030204773
8.988941,9.336385,0,Normal,0.4179803729057312
10.259466,10.9941225,0,Normal,0.4525963068008423
15.9395075,15.176261,0,Normal,0.398375928401947
10.949379,10.127755,0,Normal,0.4164634644985199
14.692638,13.182979,0,Normal,0.3892337083816528
8.386443,11.173759,0,Normal,0.4470801949501037
3.4446387,2.484291,0,Normal,0.7735944986343384
8.925051,10.150914,0,Normal,0.3882984519004822
15.334266,12.851398,0,Normal,0.4248451590538025
3.4352574,3.0850751,0,Normal,0.3960305452346802
3.6433716,3.2298787,0,Normal,0.4244256019592285
-1.7724805,5.190109,0,Normal,0.4411497116088867
9.321932,9.0904455,0,Normal,0.4914669096469879
2.702407,2.98254,0,Normal,0.4827699959278106
8.602773,9.949335,0,Normal,0.4039591252803802
16.623253,13.23296,0,Normal,0.4198418259620666
-1.0434669,5.600134,0,Normal,0.4624806642532348
10.986082,12.936794,0,Normal,0.448924720287323
8.808378,11.304211,0,Normal,0.4173447489738464
-0.012356084,4.340233,0,Normal,0.6953386664390564
2.4209044,4.1367564,0,Normal,0.4263052940368652
-0.8621504,7.823531,0,Normal,0.4241136610507965
9.761571,11.780698,0,Normal,0.4113353192806244
-1.2463357,8.67436,0,Normal,0.4548547565937042
13.568308,14.74406,0,Normal,0.424802303314209
-0.9315544,7.978455,0,Normal,0.4394730925559997
0.19824359,4.2591643,0,Normal,0.4115724563598633
3.2844253,4.5371866,0,Normal,0.4255993366241455
7.1040473,11.157135,0,Normal,0.4219106435775757
12.068013,10.589682,0,Normal,0.4385541081428528
3.1138947,4.2096505,0,Normal,0.4041363000869751
0.17428827,3.9396317,0,Normal,0.6836233139038086
2.743313,3.5025523,0,Normal,0.4124467670917511
11.529967,11.6601095,0,Normal,0.4292410016059875
14.910994,13.822689,0,Normal,0.4437888860702514
16.222864,14.026774,0,Normal,0.4326831698417663
-0.98806304,6.8093624,0,Normal,0.4215866029262543
8.47465,10.295436,0,Normal,0.4014533758163452
-2.2176418,8.075131,0,Normal,0.4166392683982849
12.031305,13.933761,0,Normal,0.419590950012207
-2.2898989,7.2736673,0,Normal,0.4250785112380981
-1.749077,8.42556,0,Normal,0.4141963720321655
13.012738,12.768847,0,Normal,0.4150431752204895
9.354404,10.003829,0,Normal,0.4631754755973816
11.963924,12.360359,0,Normal,0.4397842586040497
-2.2364519,6.2732534,0,Normal,0.431732177734375
11.256804,10.787657,0,Normal,0.427334725856781
-1.7720168,5.169099,0,Normal,0.4124736189842224
14.934159,13.827452,0,Normal,0.4657589793205261
-1.9545132,6.558331,0,Normal,0.490522563457489
16.630205,13.1595745,0,Normal,0.3975001573562622
11.484569,12.530354,0,Normal,0.4757359027862549
-0.57817405,5.468525,0,Normal,0.4323355853557586
11.21985,9.653709,0,Normal,0.5205027461051941
2.3896518,3.654944,0,Normal,0.6831226348876953
9.893149,9.111918,0,Normal,0.431464821100235
-2.0965474,8.351068,0,Normal,0.4797801375389099
16.378578,12.763994,0,Normal,0.4371525049209595
-1.2405412,7.6604056,0,Normal,0.4380625486373901
8.488086,11.575031,0,Normal,0.4237712621688843
-0.7571964,6.743732,0,Normal,0.4640857875347137
2.246122,3.6643183,0,Normal,0.440346747636795
12.646637,13.547787,0,Normal,0.4218111932277679
8.123374,11.3953285,0,Normal,0.4385654628276825
16.765877,13.031428,0,Normal,0.4680795967578888
15.47432,12.214933,0,Normal,0.422604888677597
13.874449,14.578866,0,Normal,0.4333376884460449
14.95428,13.545368,0,Normal,0.4331114888191223
-2.448281,7.301596,0,Normal,0.4339210987091064
8.549569,9.924809,0,Normal,0.4826716780662536
-1.9591433,5.474504,0,Normal,0.424450159072876
15.392664,12.024687,0,Normal,0.4061822295188904
16.829643,13.00789,0,Normal,0.4215259850025177
13.526542,15.011908,0,Normal,0.4208047389984131
3.5978103,2.8688586,0,Normal,0.4429466426372528
-1.8380781,6.6327724,0,Normal,0.4349786639213562
2.50032,4.201233,0,Normal,0.6054818630218506
15.826294,12.1298895,0,Normal,0.4453662633895874
-1.8272487,5.57712,0,Normal,0.4816640615463257
9.207366,10.044738,0,Normal,0.4440613985061645
12.269309,14.97117,0,Normal,0.4174332618713379
13.121694,14.841761,0,Normal,0.4475013613700866
3.266033,4.148547,0,Normal,0.4224516451358795
3.2928536,4.573207,0,Normal,0.4713476300239563
14.863484,11.793935,0,Normal,0.4401950240135193
11.079858,12.834246,0,Normal,0.4663994312286377
12.285216,13.588317,0,Normal,0.4330487847328186
11.317731,11.5976095,0,Normal,0.4274191260337829
16.30672,13.738039,0,Normal,0.4500426054000854
13.421091,14.460708,0,Normal,0.4641473293304443
11.901128,12.493654,0,Normal,0.4421038627624511
-0.9616631,7.0882807,0,Normal,0.4319905638694763
2.4759269,4.14602,0,Normal,0.4116896986961365
14.229565,14.863173,0,Normal,0.4533409476280212
0.14648439,6.1197777,0,Normal,0.4072867631912231
15.754881,13.064921,0,Normal,0.4423924386501312
8.047877,10.559702,0,Normal,0.4594366252422333
15.327853,12.247347,0,Normal,0.4138513803482055
11.097977,11.246377,0,Normal,0.4592472314834595
16.849146,13.053319,0,Normal,0.5855244398117065
11.162451,10.281271,0,Normal,0.4555341303348541
-1.1296613,6.439406,0,Normal,0.4186745285987854
17.036581,13.227665,0,Normal,0.4491182565689087
10.982322,12.363116,0,Normal,0.4401482939720154
3.0318005,2.7322135,0,Normal,0.4601448178291321
3.6760569,2.440374,0,Normal,0.4438667297363281
10.265197,11.881881,0,Normal,0.4687488079071045
3.27778,2.7322905,0,Normal,0.3968480229377746
-0.92318386,8.398604,0,Normal,0.4463121294975281
11.6587925,11.86779,0,Normal,0.4362399578094482
8.067136,9.927258,0,Normal,0.4889654219150543
-0.12353472,4.1406107,0,Normal,0.4255925118923187
9.022558,10.612175,0,Normal,0.3987367451190948
-2.541724,7.8747473,0,Normal,0.4381632804870605
3.0423505,3.986019,0,Normal,0.4168161153793335
2.546955,3.027986,0,Normal,0.4477434456348419
13.230594,14.280177,0,Normal,0.4485847651958465
3.3836737,2.6073496,0,Normal,0.4491713047027588
12.498597,13.595529,0,Normal,0.4101897478103637
13.889405,15.032588,0,Normal,0.432790070772171
-0.03190196,3.9511247,0,Normal,0.482347309589386
11.295212,11.498667,0,Normal,0.4466236233711242
-0.08171675,6.7191887,0,Normal,0.4513091444969177
16.901762,14.918663,0,Normal,0.4050116539001465
10.142956,9.634912,0,Normal,0.423571765422821
14.840756,14.515524,0,Normal,0.4065531194210052
11.721026,9.183738,0,Normal,0.3958338499069214
14.941583,13.778472,0,Normal,0.4223354458808899
8.310636,11.260737,0,Normal,0.4351944327354431
3.348994,3.8788834,0,Normal,0.4604972600936889
8.512924,10.858323,0,Normal,0.4548059403896332
14.9101925,13.568812,0,Normal,0.4501486420631408
13.272501,13.632138,0,Normal,0.408848226070404
2.8464184,4.6352935,0,Normal,0.4578191339969635
9.477616,11.031288,0,Normal,0.4320084154605865
9.062349,9.867169,0,Normal,0.4606619477272033
15.153426,14.353022,0,Normal,0.4163486063480377
-0.63883644,3.829801,0,Normal,0.4332663416862488
-2.4161632,7.756314,0,Normal,0.4481010138988495
11.332851,9.667405,0,Normal,0.4630964398384094
17.149038,14.494899,0,Normal,0.442385733127594
13.542525,14.49724,0,Normal,0.707092821598053
16.944035,14.886443,0,Normal,0.406609833240509
-0.17017464,7.0623097,0,Normal,0.4699307978153229
11.919308,12.777969,0,Normal,0.6943266987800598
11.757174,12.067922,0,Normal,0.4164589643478393
8.145333,11.0316,0,Normal,0.4104582071304321
15.126981,12.367883,0,Normal,0.4350994825363159
0.1083741,5.3376794,0,Normal,0.4416712820529938
16.71792,15.083274,0,Normal,0.4097289144992828
14.341676,12.685782,0,Normal,0.4549910426139831
-1.5174484,8.299631,0,Normal,0.4241497814655304
2.2598891,3.955827,0,Normal,0.4461037516593933
-0.98184633,6.615332,0,Normal,0.4731016755104065
-0.9607273,6.5542154,0,Normal,0.4383363723754883
-2.5717008,7.6552987,0,Normal,0.4190303087234497
-2.4081874,8.048685,0,Normal,0.3979680240154266
-1.7399228,5.8825703,0,Normal,0.4404587745666504
11.757862,11.293045,0,Normal,0.5731298923492432
-1.8437217,8.799276,0,Normal,0.4003667831420898
-1.1254834,6.575461,0,Normal,0.4100421369075775
2.9836864,3.3088107,0,Normal,0.4363193213939667
10.740428,10.255048,0,Normal,0.4186215996742248
11.140084,11.276092,0,Normal,0.4438601732254028
11.5345,9.670392,0,Normal,0.5431020259857178
14.064782,14.709932,0,Normal,0.4059531390666961
-2.003107,6.718783,0,Normal,0.4529562592506408
3.1614947,4.5308313,0,Normal,0.4377861022949219
15.573511,12.760842,0,Normal,0.4068953096866607
11.020688,10.140601,0,Normal,0.4459248781204223
14.100572,12.094684,0,Normal,0.4508273899555206
12.194867,9.421173,0,Normal,0.4506537318229675
14.719127,12.945002,0,Normal,0.4229399263858795
3.8119388,3.333549,0,Normal,0.4090683162212372
14.552044,14.276014,0,Normal,0.4312099814414978
-0.64378786,3.9020884,0,Normal,0.4464572370052337
15.678906,12.313661,0,Normal,0.4488175809383392
-1.3908287,5.0450654,0,Normal,0.4332473874092102
11.342978,10.110657,0,Normal,0.4226390421390533
17.069742,14.747596,0,Normal,0.4295019209384918
11.443464,11.706568,0,Normal,0.3992862105369568
-0.6068041,5.3553925,0,Normal,0.4099599123001098
2.2981842,3.8155096,0,Normal,0.4388904571533203
3.3795676,4.0209417,0,Normal,0.4528709352016449
17.110294,14.409624,0,Normal,0.426250696182251
11.359269,12.172152,0,Normal,0.4047581553459167
-0.5901458,7.0006,0,Normal,0.4138438403606415
-1.3323177,8.382668,0,Normal,0.4152547121047973
13.246257,14.514828,0,Normal,0.4216166734695434
12.928789,14.500758,0,Normal,0.4151621162891388
-1.5412583,5.399799,0,Normal,0.4125915169715881
-0.6298814,5.8510566,0,Normal,0.4089193940162658
14.60789,13.361359,0,Normal,0.4113963842391968
-1.2623183,8.286048,0,Normal,0.4549456238746643
-0.54085433,7.6716523,0,Normal,0.4227398633956909
17.718369,13.6999235,0,Normal,0.4219017028808594
11.649343,9.825574,0,Normal,0.4344334602355957
15.272834,12.498587,0,Normal,0.4340272545814514
-1.6770054,7.1741924,0,Normal,0.418622761964798
11.639801,9.080871,0,Normal,0.4032802581787109
-2.1201532,8.147571,0,Normal,0.4708363711833954
14.525856,13.794436,0,Normal,0.4307707548141479
8.25991,11.146903,0,Normal,0.4739425182342529
-0.62672186,6.8125963,0,Normal,0.4315599203109741
11.990048,11.741196,0,Normal,0.3852340579032898
3.5923028,3.0363648,0,Normal,0.4529379606246948
14.409819,13.187898,0,Normal,0.4918553233146667
-1.9736416,7.765919,0,Normal,0.4262606203556061
9.4086,10.4070835,0,Normal,0.4471663236618042
14.427372,14.267749,0,Normal,0.4658843278884887
11.364157,9.557259,0,Normal,0.4338157773017883
6.519452,10.6035595,0,Normal,0.4627851843833923
9.050063,10.571914,0,Normal,0.3884986042976379
7.5147924,10.136722,0,Normal,0.3516706228256225
13.818591,13.881418,0,Normal,0.4476249814033508
-1.0082103,8.653192,0,Normal,0.4575265049934387
8.360904,9.755895,0,Normal,0.4207649230957031
9.009496,9.937567,0,Normal,0.4049094915390014
10.873325,9.775198,0,Normal,0.3920114636421203
12.686663,14.870749,0,Normal,0.4183359146118164
13.242574,14.738211,0,Normal,0.4989274144172668
3.1779075,4.5477,0,Normal,0.4327750504016876
9.871505,10.169874,0,Normal,0.4367870092391968
8.354351,11.049806,0,Normal,0.4843723177909851
17.289047,13.332247,0,Normal,0.4119294583797455
8.462564,11.105353,0,Normal,0.4090293645858764
14.976563,15.156291,0,Normal,0.4561708867549896
17.066248,13.146274,0,Normal,0.4074989557266235
-1.1880664,5.364284,0,Normal,0.425463318824768
17.398561,13.4674635,0,Normal,0.4311925172805786
15.021778,12.464769,0,Normal,0.4014072716236114
2.330366,3.912945,0,Normal,0.4260619878768921
-2.102693,6.535887,0,Normal,0.4380027055740356
10.796796,10.208069,0,Normal,0.4456567466259002
9.652286,10.708383,0,Normal,0.3969892859458923
-0.9966943,6.165718,0,Normal,0.4250161647796631
-0.28819108,5.8179727,0,Normal,0.4689201116561889
-1.1441073,5.57891,0,Normal,0.3945569097995758
11.075919,11.377117,0,Normal,0.4228910207748413
3.3901613,4.332133,0,Normal,0.4397590756416321
9.80337,11.3832035,0,Normal,0.3652046322822571
16.231985,12.693825,0,Normal,0.5213251113891602
3.2207463,3.5446007,0,Normal,0.4314765334129333
11.15189,12.649512,0,Normal,0.4623345732688904
-1.1621122,5.0081463,0,Normal,0.3966774642467499
-0.15580149,5.368666,0,Normal,0.5438230037689209
13.038246,14.947939,0,Normal,0.5809796452522278
15.916935,15.16778,0,Normal,0.4201197326183319
11.123691,8.86588,0,Normal,0.4089421033859253
8.198274,10.539784,0,Normal,0.4888299107551574
15.617247,12.617072,0,Normal,0.4464313983917236
-1.2320071,8.145589,0,Normal,0.552461564540863
11.33342,8.736392,0,Normal,0.5429051518440247
-2.1086812,6.3684206,0,Normal,0.4147142767906189
3.5230818,3.4026754,0,Normal,0.4536296725273132
2.5548623,3.9095685,0,Normal,0.3918118774890899
-2.0376444,6.0544896,0,Normal,0.4480322599411011
-2.0330746,6.5837946,0,Normal,0.4045834541320801
0.10027615,4.055945,0,Normal,0.4118581414222717
3.5887687,4.066838,0,Normal,0.4520213007926941
9.872707,8.968753,0,Normal,0.4131112098693847
2.4257984,3.1264856,0,Normal,0.4897960424423218
15.468034,12.17582,0,Normal,0.4415591359138489
13.594479,14.100492,0,Normal,0.4338048100471496
17.408966,13.561331,0,Normal,0.4253602623939514
12.083466,13.632219,0,Normal,0.4010517001152038
11.946869,11.070239,0,Normal,0.4519396722316742
-2.0160794,6.5456176,0,Normal,0.4126844406127929
-1.1326903,8.138994,0,Normal,0.442078560590744
10.04725,10.835724,0,Normal,0.4245437979698181
9.335028,9.818434,0,Normal,0.4406153261661529
0.30074248,5.375114,0,Normal,0.4647490382194519
-0.8793975,4.692908,0,Normal,0.4397900700569153
12.412232,12.730168,0,Normal,0.5010753870010376
9.327829,9.937385,0,Normal,0.442498117685318
9.758048,9.231161,0,Normal,0.4415940046310425
12.414442,10.827261,0,Normal,0.449942022562027
-0.9584164,5.8521433,0,Normal,0.4676725566387176
7.310054,10.811817,0,Normal,0.4270013570785522
12.697516,14.913464,0,Normal,0.4482801854610443
7.9522576,11.074406,0,Normal,0.4302400052547455
-0.11227983,6.252485,0,Normal,0.4119386672973633
2.5636888,3.2340937,0,Normal,0.4256851077079773
14.753853,13.984368,0,Normal,0.4271942377090454
17.65311,13.588786,0,Normal,0.4519596695899963
9.684378,11.433261,0,Normal,0.3524190187454223
17.694311,13.734264,0,Normal,0.4804093241691589
12.279251,10.746232,0,Normal,0.4548044800758362
10.306905,10.613798,0,Normal,0.6752582788467407
12.889934,14.042766,0,Normal,0.4463533163070678
0.07330749,5.63362,0,Normal,0.4608024954795837
11.926828,13.250708,0,Normal,0.4394417107105255
-1.5970294,6.4279375,0,Normal,0.4038922190666199
0.015596153,5.3707314,0,Normal,0.5210290551185608
9.704745,9.2041235,0,Normal,0.4384320974349975
-1.3903054,4.911886,0,Normal,0.4141050279140472
16.401913,12.534486,0,Normal,0.4144433736801147
-0.4896886,3.995892,0,Normal,0.421963632106781
3.646579,3.1411805,0,Normal,0.4473545551300049
11.599952,12.221652,0,Normal,0.4086359739303589
0.010175067,4.9397216,0,Normal,0.3966629207134247
11.146614,10.395603,0,Normal,0.4188979268074035
11.131164,12.393352,0,Normal,0.3843788206577301
3.4569027,3.6321056,0,Normal,0.5712872743606567
11.767975,8.950542,0,Normal,0.4703707098960876
-1.1069213,7.1751943,0,Normal,0.4271808862686157
14.849938,13.954817,0,Normal,0.4490275979042053
15.242404,12.526978,0,Normal,0.6398738622665405
11.841905,12.901917,0,Normal,0.3530518710613251
14.852975,14.488248,0,Normal,0.4509175717830658
9.60286,11.168211,0,Normal,0.4212251901626587
-1.3475301,8.5922,0,Normal,0.4154192805290222
-1.5061957,8.072539,0,Normal,0.4497165083885193
-2.5297558,6.7934117,0,Normal,0.4323790073394775
12.410385,9.610592,0,Normal,0.4369882345199585
8.477267,10.470756,0,Normal,0.4125572144985199
16.363544,15.185342,0,Normal,0.4172189831733703
-2.382362,8.005994,0,Normal,0.3792499303817749
11.448713,11.603891,0,Normal,0.3946717977523803
0.0034899851,4.168672,0,Normal,0.4960418343544006
13.1189995,14.564903,0,Normal,0.4224185645580292
12.4649935,9.587486,0,Normal,0.4544670283794403
-1.3402821,6.807887,0,Normal,0.4676809906959533
15.417925,15.237349,0,Normal,0.4134154319763183
-0.7579465,4.9973235,0,Normal,0.4396784901618957
12.654736,14.920983,0,Normal,0.4340996146202087
-0.25018132,5.9521914,0,Normal,0.476638913154602
16.771555,15.034462,0,Normal,0.4263112843036651
3.3512456,3.9297884,0,Normal,0.4238461256027221
10.950374,13.197237,0,Normal,0.4775223731994629
11.542575,10.189772,0,Normal,0.4599266052246094
14.776567,14.171476,0,Normal,0.4136748611927032
12.071968,12.95186,0,Normal,0.4000220596790313
6.5447307,10.839276,0,Normal,0.425996720790863
3.5796082,2.7187,0,Normal,0.5952396392822266
-1.5207963,8.4414,0,Normal,0.4404491186141968
8.116495,11.214962,0,Normal,0.4350423216819763
2.2967682,3.6108341,0,Normal,0.4262786507606506
3.4919417,3.099063,0,Normal,0.4301493763923645
15.765333,12.205327,0,Normal,0.4291589260101318
11.763789,13.383216,0,Normal,0.6398928165435791
-0.5576629,3.7461631,0,Normal,0.4494361579418182
12.004422,13.710006,0,Normal,0.469629168510437
13.16653,14.482731,0,Normal,0.5303040742874146
-1.4597702,7.2051806,0,Normal,0.4367049932479858
11.841863,12.358102,0,Normal,0.4264963567256927
