umap_1,umap_2,is_anomaly,label
-0.49910355,3.8204246,0,Normal
-0.14304905,4.5149465,0,Normal
-2.7554603,5.670875,0,Normal
10.328342,3.855479,0,Normal
0.2651304,1.8201553,0,Normal
-5.48564,6.8101354,0,Normal
-0.5113143,1.9320017,0,Normal
9.506926,3.604385,0,Normal
6.813373,6.6959605,0,Normal
-7.5182085,6.68057,0,Normal
-10.497095,7.171992,0,Normal
-1.9238212,3.2336624,0,Normal
-10.488824,7.285761,0,Normal
-2.6354532,5.6516867,0,Normal
-1.5239887,4.048727,0,Normal
-5.5189037,6.0766273,0,Normal
9.350136,4.223666,0,Normal
-4.39827,5.379532,0,Normal
10.863659,3.4007971,0,Normal
9.456674,4.4551067,0,Normal
-0.10474319,4.601344,0,Normal
10.85331,4.8363657,0,Normal
-9.533564,5.9400835,0,Normal
9.863961,5.888517,0,Normal
5.6795483,7.0683475,0,Normal
-3.7304952,4.4750214,0,Normal
9.467665,4.8092413,0,Normal
-1.7929404,4.9393797,0,Normal
-3.740521,4.243185,0,Normal
5.7954316,6.57163,0,Normal
-0.8624912,6.230432,0,Normal
10.434912,2.6492994,0,Normal
-7.4811783,6.6781178,0,Normal
-8.24693,5.6244526,0,Normal
-4.2087984,5.1902423,0,Normal
-7.3674483,7.1166506,0,Normal
-1.612419,3.258305,0,Normal
10.664156,1.0483364,0,Normal
10.768784,1.6513296,0,Normal
11.812543,2.9427052,0,Normal
-1.4851215,6.311803,0,Normal
-0.2802866,2.7700782,0,Normal
-8.564101,8.296737,0,Normal
11.658293,1.6634667,0,Normal
-3.0345173,4.3412843,0,Normal
9.372582,5.6391664,0,Normal
-5.710925,6.715767,0,Normal
-1.4893517,6.349067,0,Normal
10.622681,2.8432143,0,Normal
-7.6384797,7.9668226,0,Normal
9.992777,4.6861506,0,Normal
-5.4386578,6.818599,0,Normal
9.633007,3.8692563,0,Normal
-9.027667,8.294117,0,Normal
5.6927533,6.2781663,0,Normal
-4.599414,4.0605426,0,Normal
-1.845078,5.2518873,0,Normal
-7.341597,6.8387685,0,Normal
-4.6980844,4.90746,0,Normal
1.2865485,1.3383443,0,Normal
5.9300976,7.3796434,0,Normal
10.775638,1.228668,0,Normal
-0.692347,2.0246627,0,Normal
7.00241,6.2844543,0,Normal
5.8925915,7.1059566,0,Normal
-9.004216,5.538067,0,Normal
-4.4205503,5.3598657,0,Normal
7.3920026,6.803319,0,Normal
-4.8355203,5.4330983,0,Normal
-5.8120456,6.542539,0,Normal
10.822278,2.5407274,0,Normal
-3.7779686,5.15019,0,Normal
-6.6303434,6.2934594,0,Normal
-3.7503512,4.0845623,0,Normal
-7.3087354,6.3819876,0,Normal
-1.1756048,3.803301,0,Normal
10.975873,2.1341643,0,Normal
5.888967,6.3669643,0,Normal
-4.911554,5.232581,0,Normal
-7.32254,5.8707786,0,Normal
11.935174,1.3201638,0,Normal
10.834897,2.172463,0,Normal
11.317116,1.2524966,0,Normal
1.2842052,1.3277704,0,Normal
11.693676,1.6298844,0,Normal
-8.688119,5.5870805,0,Normal
-8.082931,5.467329,0,Normal
-9.22285,8.274041,0,Normal
11.132971,2.0369065,0,Normal
-1.0185148,1.8067454,0,Normal
11.065902,4.5157714,0,Normal
9.367269,2.6576295,0,Normal
9.327594,5.4103994,0,Normal
0.5124436,3.8987198,0,Normal
0.44021142,3.5544486,0,Normal
9.794634,5.8139215,0,Normal
11.237325,2.5613518,0,Normal
-0.9009355,6.2094016,0,Normal
10.872226,2.2044952,0,Normal
-0.20985465,2.227042,0,Normal
10.275131,3.3005097,0,Normal
6.1730266,6.2814403,0,Normal
10.792124,1.3341774,0,Normal
9.358193,5.895154,0,Normal
5.833174,6.1623335,0,Normal
9.569297,2.563134,0,Normal
-0.81887025,5.530648,0,Normal
-0.9783137,4.429462,0,Normal
-7.2086573,7.7629323,0,Normal
10.3431,3.9946203,0,Normal
6.049452,5.6736507,0,Normal
11.167903,3.6119525,0,Normal
10.203831,3.3844633,0,Normal
11.2423,0.7709327,0,Normal
-7.270739,7.039448,0,Normal
9.39803,5.946424,0,Normal
-1.6851012,5.253141,0,Normal
8.8995285,4.562612,0,Normal
5.7282677,7.3392406,0,Normal
-3.5294626,4.507061,0,Normal
-9.088769,6.119662,0,Normal
9.986478,5.6075616,0,Normal
-3.8491337,4.0413427,0,Normal
-9.538837,8.076698,0,Normal
0.072133794,2.0604038,0,Normal
-4.17688,4.761169,0,Normal
-5.9345894,6.39528,0,Normal
11.075219,3.3790166,0,Normal
-0.7768601,1.8746037,0,Normal
10.140885,4.577583,0,Normal
9.244669,5.04642,0,Normal
-5.8248386,6.226223,0,Normal
-1.8667161,3.8417146,0,Normal
-9.670144,6.6226745,0,Normal
-2.5720499,4.5670147,0,Normal
5.9812617,7.172367,0,Normal
-0.56806445,3.6089716,0,Normal
-5.7319093,6.9199767,0,Normal
10.779089,5.045165,0,Normal
10.60027,1.1431631,0,Normal
0.38793024,2.3335733,0,Normal
0.83644366,3.441971,0,Normal
9.680865,4.953869,0,Normal
10.473987,4.9290795,0,Normal
-6.1166587,6.9996448,0,Normal
-9.557291,6.164554,0,Normal
9.864257,1.4988145,0,Normal
10.867831,4.733657,0,Normal
10.0669155,3.756233,0,Normal
-0.662535,1.8647288,0,Normal
-5.7242813,6.199185,0,Normal
-0.6016698,3.7906744,0,Normal
-1.5037565,3.7066221,0,Normal
-0.48232663,1.839659,0,Normal
-1.8508391,4.9999614,0,Normal
-5.5713387,6.473599,0,Normal
9.655747,4.4807005,0,Normal
-0.8810382,2.2241507,0,Normal
6.697569,6.531079,0,Normal
-2.3036635,5.8243613,0,Normal
-8.324991,7.8648233,0,Normal
-1.6983199,5.9169903,0,Normal
5.783153,7.295293,0,Normal
-0.6425286,3.8859804,0,Normal
11.495967,2.7578192,0,Normal
11.011341,3.0309374,0,Normal
-5.8976355,6.6978474,0,Normal
6.051893,5.826577,0,Normal
-4.691474,5.4679723,0,Normal
-5.614667,6.3900876,0,Normal
-2.2704473,4.5862927,0,Normal
10.728573,2.809704,0,Normal
-9.390214,8.164566,0,Normal
-9.480961,8.140283,0,Normal
9.651186,2.9777398,0,Normal
-9.949645,6.7365985,0,Normal
10.021657,4.7342734,0,Normal
10.621837,5.1363587,0,Normal
-0.7658335,5.5105577,0,Normal
11.9125595,1.7699008,0,Normal
-0.53169006,5.5778475,0,Normal
-1.2750366,5.0246778,0,Normal
-4.032595,5.1090555,0,Normal
-4.3766418,4.3144045,0,Normal
-3.3067496,4.0879984,0,Normal
-9.344157,5.6737995,0,Normal
6.991334,6.122435,0,Normal
10.915512,1.1443213,0,Normal
-4.148908,4.0536656,0,Normal
-9.746887,6.5022016,0,Normal
6.2832417,6.8207994,0,Normal
-0.087935895,2.5764632,0,Normal
10.54217,4.8205113,0,Normal
-7.3031354,5.88094,0,Normal
11.8242855,2.091565,0,Normal
-7.772892,5.7268515,0,Normal
-2.4623327,5.2428102,0,Normal
-6.0769515,6.950863,0,Normal
0.17892362,1.5175898,0,Normal
10.423356,2.1769602,0,Normal
-0.9071544,2.4125159,0,Normal
-1.3121165,3.0746336,0,Normal
-5.017096,5.3639574,0,Normal
-7.625507,5.856709,0,Normal
-0.3385605,1.720548,0,Normal
-1.1061867,5.999095,0,Normal
0.30285326,2.5091484,0,Normal
11.91289,1.144756,0,Normal
-3.2429304,3.7238464,0,Normal
6.341321,6.682868,0,Normal
-0.10213657,3.4398205,0,Normal
5.0571737,6.080194,0,Normal
-1.0533636,4.5925417,0,Normal
10.996642,2.9662585,0,Normal
-3.857636,4.5437555,0,Normal
-1.3792806,5.018274,0,Normal
-10.243601,6.8317723,0,Normal
6.30386,6.762435,0,Normal
10.441442,4.416803,0,Normal
-0.07843203,3.8567667,0,Normal
-5.981903,5.9188156,0,Normal
10.969446,3.8939753,0,Normal
9.226248,4.399661,0,Normal
10.0110655,1.8268365,0,Normal
5.5591784,6.9397583,0,Normal
5.4529805,6.7376223,0,Normal
-4.0155888,4.3675313,0,Normal
-1.7396877,4.135736,0,Normal
0.13547492,2.6814685,0,Normal
10.264084,5.197025,0,Normal
-6.2085505,6.780967,0,Normal
9.432472,2.4493442,0,Normal
-1.5482751,5.1841097,0,Normal
0.10909187,4.430203,0,Normal
10.382096,1.6620877,0,Normal
-0.20839114,2.736505,0,Normal
5.7644477,7.2664256,0,Normal
-7.898711,8.036216,0,Normal
-3.5018091,4.457067,0,Normal
9.541051,3.3482492,0,Normal
11.41941,3.0460474,0,Normal
10.095518,1.2894522,0,Normal
10.163735,4.790957,0,Normal
-7.9433575,7.9796834,0,Normal
-0.4403294,2.3200173,0,Normal
-0.86017543,3.1361384,0,Normal
10.719082,1.2098534,0,Normal
-0.81879896,4.0235395,0,Normal
-4.654699,5.598226,0,Normal
-0.46130338,6.193455,0,Normal
-0.47482428,2.2199771,0,Normal
11.171611,2.7918272,0,Normal
-7.65548,6.3911557,0,Normal
10.274981,2.9001124,0,Normal
5.227147,6.4451394,0,Normal
0.11963848,4.3188996,0,Normal
9.470018,4.259471,0,Normal
-1.0681156,4.636724,0,Normal
-6.4296412,6.9792,0,Normal
9.451483,5.8703055,0,Normal
6.4461308,7.201457,0,Normal
0.09197865,4.1005554,0,Normal
-7.8698096,5.730483,0,Normal
5.9518976,7.5431995,0,Normal
9.450022,3.102353,0,Normal
-1.1146659,1.9111758,0,Normal
6.1261353,6.1133175,0,Normal
-7.8970447,5.7901692,0,Normal
-10.252803,6.9316816,0,Normal
11.663171,3.4886734,0,Normal
10.9972,1.072227,0,Normal
5.801328,5.9736757,0,Normal
-0.050937723,1.9868873,0,Normal
5.958219,7.7350388,0,Normal
9.335548,4.848445,0,Normal
6.008633,6.142076,0,Normal
-2.4057028,4.356876,0,Normal
9.439129,2.6318185,0,Normal
-5.7456436,5.2450514,0,Normal
-8.885647,7.800968,0,Normal
9.61523,4.4552135,0,Normal
-1.3559384,6.4722986,0,Normal
-7.6593356,7.034629,0,Normal
-4.0666575,4.6552267,0,Normal
-3.6147158,4.745182,0,Normal
-9.920095,6.435424,0,Normal
5.8106313,5.857594,0,Normal
-6.91325,6.921489,0,Normal
-9.14969,5.3472095,0,Normal
-0.19542398,2.8804746,0,Normal
-0.41703197,4.13019,0,Normal
11.120268,4.0941153,0,Normal
10.902067,4.537961,0,Normal
10.041225,4.003396,0,Normal
-4.9691243,5.472784,0,Normal
-7.9812193,5.652839,0,Normal
10.938281,3.778012,0,Normal
5.9262877,7.638351,0,Normal
-0.10348486,2.5782688,0,Normal
-8.051016,8.117822,0,Normal
-7.265067,5.460119,0,Normal
9.899505,3.9692776,0,Normal
-6.752798,5.9520364,0,Normal
-1.8625147,2.5903277,0,Normal
-2.7689786,5.6616545,0,Normal
-7.0089655,7.1763673,0,Normal
-3.3086991,4.327045,0,Normal
-6.851438,5.445502,0,Normal
-1.9407637,2.561669,0,Normal
-0.37839636,3.9571364,0,Normal
6.8821077,6.852288,0,Normal
10.208901,3.7761788,0,Normal
10.870722,2.6935384,0,Normal
10.022324,5.488335,0,Normal
10.4066925,1.3946373,0,Normal
-0.8278805,4.883103,0,Normal
-2.8057892,4.675224,0,Normal
-8.649732,8.378696,0,Normal
6.5482235,7.092553,0,Normal
-2.5010028,4.8297124,0,Normal
-0.12988992,6.332268,0,Normal
-7.140712,7.1643114,0,Normal
10.621217,4.3983226,0,Normal
-5.8093166,6.8925858,0,Normal
