raw_index,pseudo_label,pseudo_label_confidence,second_choice_label,second_choice_confidence,accepted_for_pseudo_label,umap_x,umap_y
8373,none,0.8467454314231873,Loc,0.1021272614598274,False,1.4842787,14.959268
8408,Edge-Ring,0.9639506340026855,Edge-Loc,0.0054236268624663,True,-3.0671864,-1.9497834
8436,Near-full,0.9591723680496216,Edge-Loc,0.005794882774353,True,7.088601,-7.4453597
8474,Center,0.9613402485847472,Random,0.0054990737698972,True,10.106376,18.861423
8479,Random,0.9488250613212584,Center,0.0141292223706841,True,15.8266535,-0.80840605
8485,Random,0.9444648027420044,Edge-Loc,0.0131052937358617,True,15.607371,-1.2614329
8557,Near-full,0.9587676525115968,Edge-Loc,0.0058241384103894,True,7.138514,-7.4832845
8608,Edge-Ring,0.95707768201828,Edge-Loc,0.0141912307590246,True,-2.7142198,-1.450219
8649,Loc,0.8546647429466248,none,0.1062748581171035,False,4.6348615,10.298817
8753,Near-full,0.9571654796600342,Edge-Loc,0.0061910944059491,True,7.023496,-7.3655605
8853,Near-full,0.9582359194755554,Edge-Loc,0.0058000786229968,True,7.0917425,-7.442718
8952,Edge-Loc,0.9488553404808044,Edge-Ring,0.0175918377935886,True,-1.0131478,6.708999
9037,Loc,0.8407464027404785,none,0.1231894269585609,False,4.597023,10.28032
9074,Center,0.9583801031112672,none,0.0165536142885684,True,9.126897,17.593328
9317,Donut,0.9680622816085817,Loc,0.0079190395772457,True,18.012764,11.94143
9424,Center,0.9523143768310548,Scratch,0.0116071021184325,True,9.676583,17.92987
9476,Random,0.9681069254875184,Edge-Ring,0.0045876004733145,True,15.512174,-1.5219858
9478,Random,0.9636664986610411,none,0.0056029506959021,True,15.477709,-1.6963505
9610,Donut,0.9587514400482178,Random,0.0064477156847715,True,18.159855,9.820521
9676,Edge-Ring,0.907686710357666,Edge-Loc,0.0463137440383434,True,-2.2567601,4.854798
9682,Edge-Loc,0.9076954126358032,Scratch,0.0415382459759712,True,-1.1157866,7.1049757
9761,Center,0.9696126580238342,none,0.0043177898041903,True,10.14898,18.30196
9802,Edge-Ring,0.9371320009231568,Edge-Loc,0.0118305617943406,True,-2.6627817,-2.0222354
9998,Loc,0.8379499316215515,none,0.0568417571485042,False,4.8262253,9.833007
10209,Random,0.954590618610382,none,0.006613491103053,True,15.36419,-1.8288677
10216,Random,0.9650533199310304,none,0.0049171219579875,True,16.055864,-2.0076046
10259,Random,0.9516183137893676,Edge-Loc,0.0118551105260849,True,15.4705105,-0.6444493
10272,Random,0.9662221074104308,none,0.0072370963171124,True,15.463381,-0.75092846
10273,Edge-Loc,0.9587010145187378,Random,0.0108830360695719,True,-0.198389,7.6100974
10275,Random,0.9728999733924866,Loc,0.0103027075529098,True,15.689865,-0.5929094
10289,Edge-Loc,0.9676808714866638,Edge-Ring,0.0069294814020395,True,-0.8562239,6.308215
10295,Edge-Loc,0.9474043250083924,Edge-Ring,0.0139458170160651,True,-0.95326275,6.9323235
10302,Edge-Loc,0.96077299118042,Random,0.0068457056768238,True,-0.41724586,6.634839
10371,Edge-Loc,0.8814802765846252,none,0.0764186829328537,False,-0.48520988,8.505396
10487,Random,0.9612736105918884,none,0.0070798797532916,True,17.191214,-1.9321519
10547,Scratch,0.7695335149765015,Loc,0.1764929443597793,False,-7.9597216,16.790785
10690,Loc,0.7840278744697571,none,0.1799509972333908,False,4.6307983,10.351983
10706,Donut,0.9721980690956116,Loc,0.0041813692077994,True,18.397774,10.459893
10825,Center,0.7898996472358704,Loc,0.1282704323530197,False,9.628005,18.503912
10841,Edge-Ring,0.8988184332847595,Edge-Loc,0.0368777178227901,False,-2.7824628,-1.5782617
10851,Edge-Loc,0.8797961473464966,Edge-Ring,0.0868556573987007,False,-1.6476486,6.012561
10921,Edge-Ring,0.8642333149909973,Edge-Loc,0.092169277369976,False,-2.304991,4.8511267
10934,Center,0.827856183052063,none,0.1212263107299804,False,8.971829,17.477142
10941,Center,0.9455987811088562,none,0.0294332150369882,True,8.892117,17.655415
10951,Loc,0.9369907975196838,Scratch,0.0143399098888039,True,4.727878,8.65347
11143,Edge-Ring,0.9555631279945374,Edge-Loc,0.0086677502840757,True,-2.8776298,-1.72616
11174,Donut,0.9311397075653076,Center,0.0284676738083362,True,18.004045,11.619229
11217,Edge-Ring,0.7857250571250916,Edge-Loc,0.163783311843872,False,-2.2205138,4.9997015
11242,Donut,0.969635546207428,Loc,0.005426422227174,True,17.579845,8.725371
11396,Center,0.961273729801178,none,0.0097720939666032,True,9.21053,18.314108
11402,Center,0.9568796753883362,none,0.0081164957955479,True,9.674545,17.992697
11406,none,0.9493631720542908,Scratch,0.0095723802223801,True,1.2425845,16.108004
11410,Center,0.8795457482337952,none,0.0713345557451248,False,9.006339,17.491262
11451,Center,0.9267105460166932,Loc,0.0296085476875305,True,9.239904,18.92318
11601,Donut,0.9685519337654114,Center,0.0052452306263148,True,17.541052,8.686206
11803,Edge-Ring,0.9586028456687928,none,0.0057615563273429,True,-3.5640624,-2.3461688
11808,Scratch,0.7532134056091309,none,0.1747638434171676,False,-7.09459,15.106814
11835,Donut,0.897494375705719,Loc,0.0522642694413661,False,17.443983,11.5779915
11850,none,0.9391232132911682,Edge-Loc,0.0272583607584238,True,0.6842877,13.453714
11905,Loc,0.9646970629692078,Random,0.005668862722814,True,4.910612,9.062226
11940,Loc,0.912146270275116,none,0.0425590947270393,True,4.8258243,9.898742
12045,none,0.9549023509025574,Loc,0.0064067053608596,True,0.45879704,15.65103
12295,Center,0.9632776379585266,none,0.0060353823937475,True,9.483003,18.920189
12312,Edge-Ring,0.9205341935157776,Edge-Loc,0.0398067906498909,True,-2.2670534,4.703799
12391,Center,0.8925954699516296,none,0.0777965188026428,False,8.803529,17.542046
12464,Center,0.959376096725464,none,0.0116081414744257,True,9.360991,17.65664
12501,Center,0.9487163424491882,Loc,0.0227099899202585,True,11.553573,19.645004
12517,Loc,0.9438610076904296,Scratch,0.0105829471722245,True,4.5362315,8.575842
12729,Edge-Loc,0.9210317730903624,Loc,0.0263476651161909,True,0.5986015,7.731034
12810,Loc,0.7663058638572693,Edge-Loc,0.1818185597658157,False,3.0818777,8.201107
12856,Loc,0.9501385688781738,none,0.0142158940434455,True,5.5174665,9.048431
12905,Loc,0.9151283502578736,none,0.022710133343935,True,3.96895,8.851352
13056,Edge-Loc,0.9078439474105836,none,0.0505564771592617,True,-0.19233108,8.483459
13088,none,0.954786479473114,Scratch,0.008041319437325,True,1.6205531,15.6378975
13104,Edge-Loc,0.9304354786872864,none,0.0273872055113315,True,-0.3463253,8.266244
13124,Near-full,0.9588358998298644,Edge-Loc,0.0058833640068769,True,7.135491,-7.469842
13129,Near-full,0.9588358998298644,Edge-Loc,0.0058833640068769,True,7.135491,-7.469842
13341,none,0.9558722972869872,Scratch,0.0081156054511666,True,1.4996599,16.452625
13584,Edge-Ring,0.8454951643943787,none,0.0843746215105056,False,-2.4500868,4.466734
13592,Edge-Ring,0.947035551071167,none,0.0131692942231893,True,-2.6530552,-1.8109329
13901,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
13939,none,0.95727276802063,Loc,0.0085244243964552,True,2.4458423,15.236392
14218,Edge-Ring,0.9510982632637024,none,0.0068481978960335,True,-3.7985709,-4.201411
14227,Edge-Ring,0.951838195323944,none,0.0067268977873027,True,-3.457438,-4.2007136
14231,Edge-Ring,0.9511300921440125,none,0.0068080266937613,True,-3.8692777,-4.009544
14232,Edge-Ring,0.9509268403053284,none,0.0069362139329314,True,-2.8593574,-4.120431
14242,Edge-Ring,0.9503563046455384,none,0.0069725331850349,True,-3.554895,-4.2276125
14248,Edge-Ring,0.9503565430641174,none,0.0069191087968647,True,-3.842347,-3.9184198
14250,Edge-Ring,0.9498854279518129,none,0.0069871335290372,True,-3.5629334,-4.116117
14263,Edge-Ring,0.9527947306632996,none,0.0066003855317831,True,-3.9029112,-4.028948
14277,Edge-Ring,0.9519885778427124,none,0.00669576972723,True,-3.9281642,-3.9981215
14284,Edge-Ring,0.9506966471672058,none,0.0069000800140202,True,-3.6236749,-3.9061923
14287,Edge-Ring,0.9505313038825988,none,0.0069498992525041,True,-3.6697605,-4.0774097
14295,Edge-Ring,0.951163113117218,none,0.006810984108597,True,-3.8839138,-4.0072527
14488,Donut,0.9013177752494812,Random,0.0471671596169471,True,17.502476,8.657401
14596,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
14755,none,0.9553684592247008,Random,0.0065143411047756,True,2.1182263,15.084108
14930,none,0.94975346326828,Loc,0.0082213981077075,True,1.9679263,15.999365
15140,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
15143,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
15144,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
15163,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
15172,none,0.9481549263000488,Scratch,0.0094496291130781,True,1.7073625,16.478437
15355,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
15460,Near-full,0.914432942867279,Loc,0.0156390760093927,True,7.402641,-7.4592395
15478,Edge-Loc,0.9180726408958436,none,0.0181680973619222,True,-1.0366244,7.250873
15670,none,0.9478603601455688,Edge-Loc,0.015750603750348,True,1.0454398,13.959645
15701,Center,0.9419623613357544,none,0.0362168438732624,True,9.166906,17.453384
15836,Edge-Loc,0.902795135974884,Edge-Ring,0.0596780814230442,True,-1.5963233,6.202835
15955,Edge-Ring,0.9306215643882751,Edge-Loc,0.026673037558794,True,-2.7802489,-1.4255376
15997,none,0.9488081336021424,Scratch,0.0081239212304353,True,1.7060586,16.59822
16289,Loc,0.7512965202331543,none,0.1872583776712417,False,4.6394935,10.262506
16321,Random,0.9704829454421996,Center,0.0086669698357582,True,16.681671,-1.2156662
16329,Edge-Ring,0.9335205554962158,Random,0.0181320514529943,True,-2.937911,-1.6637673
16435,Center,0.9332325458526612,none,0.0422872900962829,True,8.887916,17.512564
16451,Center,0.962722897529602,Random,0.0061568557284772,True,9.156784,19.28388
16466,Center,0.9513850212097168,none,0.0141892619431018,True,8.876417,18.134436
16501,Edge-Loc,0.9619192481040956,Random,0.0059154438786208,True,0.33496493,7.1418366
16547,Random,0.96602463722229,none,0.0051109106279909,True,15.15945,-1.5109843
16573,Random,0.9503645300865172,none,0.0077357906848192,True,16.570887,-1.794051
16590,none,0.9584048390388488,Edge-Loc,0.0084792301058769,True,1.5314301,14.79184
16614,Center,0.9476888179779052,Loc,0.0166765470057725,True,9.834482,17.862532
16659,Loc,0.933599889278412,none,0.0136694107204675,True,4.520231,9.3396845
16829,Edge-Loc,0.9280481934547424,none,0.0380723662674427,True,0.18484984,8.319408
16873,Donut,0.7903067469596863,Random,0.1202563717961311,False,17.52798,8.69254
16910,Loc,0.8752191662788391,none,0.0551276244223117,False,4.422731,9.568902
16972,Edge-Ring,0.8256023526191711,none,0.0692895129323005,False,-2.3509796,4.6714935
16974,Edge-Ring,0.8551713228225708,none,0.0606815926730632,False,-2.4303195,4.436078
17172,Near-full,0.9587317109107972,Edge-Loc,0.0057079619728028,True,7.143377,-7.4948587
17276,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
18101,none,0.934557855129242,Scratch,0.0176694393157959,True,1.2014602,15.847362
18240,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
18344,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
18500,none,0.8147710561752319,Loc,0.1462129950523376,False,1.4169494,15.089666
18668,none,0.9532504677772522,Edge-Loc,0.0068558924831449,True,1.7325045,15.467527
19079,Random,0.9576618075370787,Near-full,0.0058440556749701,True,17.050552,-1.8112428
19147,Random,0.9643304347991944,Edge-Ring,0.0054111653007566,True,15.217996,-1.8215741
19192,Random,0.960877001285553,none,0.0059761805459856,True,15.109915,-2.762494
19220,Random,0.8224536776542664,Near-full,0.0882106497883796,False,15.641167,-1.3752106
19266,Near-full,0.7526310086250305,Random,0.1214063838124275,False,7.256198,-9.052307
19359,Random,0.957708179950714,Loc,0.0056435465812683,True,15.581882,-2.822601
19376,Random,0.9633055329322816,Loc,0.0052450560033321,True,15.489201,-2.9691167
19415,Random,0.9614484310150146,none,0.0053029600530862,True,15.501024,-3.036311
20663,Edge-Ring,0.9478143453598022,none,0.0073287449777126,True,-2.1630301,-3.709754
20700,Edge-Ring,0.9524443745613098,none,0.0065825162455439,True,-2.2946615,-3.5771167
20710,Edge-Ring,0.9535033702850342,none,0.0064041377045214,True,-2.886502,-2.9155014
20720,Edge-Ring,0.9527782797813416,none,0.0063468106091022,True,-3.5059671,-2.6822464
20750,Edge-Ring,0.9497223496437072,none,0.0070103169418871,True,-2.9102037,-2.9814086
20760,Edge-Ring,0.9534833431243896,none,0.0063899718225002,True,-2.4537554,-3.3538888
20779,Edge-Ring,0.9530773162841796,none,0.0066199745051562,True,-2.5712357,-3.82955
20795,Edge-Ring,0.9514209628105164,none,0.0066720168106257,True,-3.095088,-2.998445
20796,Edge-Ring,0.953735888004303,none,0.0063599278219044,True,-3.8247974,-2.531737
21065,Edge-Ring,0.9526321291923524,Center,0.0064996923319995,True,-3.2156317,-2.5999763
21630,Loc,0.7847424745559692,none,0.0984866321086883,False,3.5558975,9.066278
21927,Loc,0.7701302170753479,none,0.0812146216630935,False,4.9556856,9.813355
22148,Loc,0.9569117426872252,Donut,0.0082510141655802,True,5.7814984,9.036221
22202,Edge-Loc,0.946212887763977,none,0.0096580600365996,True,0.15574151,7.3098574
22546,none,0.939563512802124,Scratch,0.0178199913352727,True,0.94159955,15.64758
22655,Scratch,0.8390843272209167,none,0.0774876847863197,False,-7.1443133,15.120727
22669,Center,0.9641653895378112,Edge-Ring,0.0080358991399407,True,10.38999,19.678234
22676,Edge-Loc,0.8275427222251892,Center,0.0884819626808166,False,0.522085,7.5222316
22679,Center,0.9471210837364196,Loc,0.0117073580622673,True,9.437666,18.443851
22851,Edge-Ring,0.9309520721435548,Edge-Loc,0.0165923330932855,True,-2.761283,-1.7386489
22925,Edge-Loc,0.9165831208229064,none,0.0370341427624225,True,-0.97664404,7.94933
22967,Loc,0.8884848356246948,none,0.0665268301963806,False,4.6254106,10.142184
23049,Center,0.9689517617225648,none,0.0047114929184317,True,9.72382,18.51371
23136,Scratch,0.7647027373313904,Near-full,0.0811036974191665,False,-7.6258373,15.200952
23168,none,0.958422601222992,Scratch,0.0077518736943602,True,1.2183622,15.036083
23191,Center,0.9572464227676392,Donut,0.0062552266754209,True,10.08409,20.060612
23587,none,0.837750256061554,Scratch,0.1056526452302932,False,1.1024646,15.566311
23738,Loc,0.956274151802063,none,0.0072213686071336,True,4.9763947,9.361955
23800,none,0.7615832090377808,Scratch,0.1902584880590438,False,0.982315,15.388229
23877,none,0.9364044666290284,Scratch,0.0181609895080328,True,0.75549626,15.692959
24110,Random,0.9651731252670288,Near-full,0.0053090467117726,True,16.572996,-2.3894408
24185,Edge-Ring,0.8927109837532043,Edge-Loc,0.0501791536808013,False,-2.3777268,4.5939026
24225,Edge-Ring,0.9549391865730286,none,0.0063239028677344,True,-3.6872368,-2.440364
24242,Edge-Ring,0.8743411898612976,Edge-Loc,0.0847374722361564,False,-2.2390769,4.9029026
24263,Edge-Ring,0.954204797744751,Edge-Loc,0.0067546549253165,True,-3.0723112,-1.9754956
24271,Edge-Ring,0.9604657292366028,Edge-Loc,0.0057999524287879,True,-3.029748,-1.8933083
24278,Edge-Ring,0.9578450918197632,Edge-Loc,0.0059080044738948,True,-3.105085,-1.9803561
24293,Edge-Ring,0.9441800117492676,Edge-Loc,0.0172544568777084,True,-2.712024,-1.4387922
24312,Edge-Ring,0.9517538547515868,Edge-Loc,0.0086814751848578,True,-2.7570288,-1.5422891
24343,Edge-Ring,0.957536518573761,Edge-Loc,0.0058905538171529,True,-3.2033224,-2.077193
24350,Edge-Ring,0.8114297389984131,Edge-Loc,0.1470700353384018,False,-2.2570481,5.027144
24368,Edge-Ring,0.9306477904319764,Edge-Loc,0.0279687885195016,True,-2.761514,-1.481128
24373,Edge-Ring,0.9440324306488036,Edge-Loc,0.0125408293679356,True,-2.788872,-1.6133602
24380,Edge-Ring,0.896327793598175,Random,0.0357919745147228,False,-2.8001268,-1.8372363
24426,Random,0.905201494693756,Edge-Loc,0.028922913596034,True,15.168004,-1.2371057
24427,Edge-Loc,0.9225714206695556,Edge-Ring,0.0447203144431114,True,-1.4176611,6.2087107
24437,Edge-Ring,0.9223217964172364,Random,0.0182142797857522,True,-2.8625562,-2.2057312
24448,Edge-Ring,0.953065037727356,Random,0.0082429824396967,True,-2.8449686,-1.6968858
24477,Edge-Ring,0.9503619074821472,Edge-Loc,0.0102154668420553,True,-2.7956934,-1.6138463
24484,Edge-Loc,0.9672245383262634,Edge-Ring,0.0082406597211956,True,-0.73430914,6.186549
24488,Random,0.945123255252838,Edge-Ring,0.0135194156318902,True,15.240787,-1.4826018
24493,Edge-Ring,0.9561505317687988,Edge-Loc,0.0077647576108574,True,-2.9928887,-1.8740101
24600,Near-full,0.9588358998298644,Edge-Loc,0.0058833640068769,True,7.135491,-7.469842
24680,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
24692,Edge-Ring,0.8647172451019287,Edge-Loc,0.0437978617846965,False,-2.263399,4.407692
24715,Edge-Loc,0.8659794926643372,none,0.0612167529761791,False,0.19221886,8.585716
24853,none,0.9327629804611206,Loc,0.0274269543588161,True,1.7124474,15.283593
24884,Edge-Loc,0.8080117702484131,Loc,0.1413413137197494,False,1.3036501,7.579237
24894,Center,0.8034400939941406,Loc,0.0978770181536674,False,9.180149,17.466085
25097,Loc,0.8597424030303955,none,0.0530435964465141,False,4.8908024,10.061452
25245,Loc,0.9402713179588318,none,0.0230925623327493,True,4.9135165,9.831774
25435,Edge-Ring,0.957740306854248,Edge-Loc,0.0106856953352689,True,-2.773681,-1.6318083
25519,Center,0.9602259397506714,Near-full,0.006748563144356,True,11.474912,19.644157
25525,Center,0.9633890390396118,Near-full,0.0063323704525828,True,11.454939,19.641188
25550,Random,0.9552386999130248,Edge-Ring,0.0193470977246761,True,15.984489,-1.331787
25771,Near-full,0.958248257637024,Edge-Loc,0.0059231505729258,True,7.024842,-7.3655353
25785,Random,0.9651709794998168,Edge-Loc,0.0055848169140517,True,16.185495,-1.9434785
25860,none,0.9419769644737244,Loc,0.0148715060204267,True,1.5613576,15.212873
25955,Near-full,0.9590702056884766,Edge-Loc,0.0058061825111508,True,7.1782613,-7.552444
26064,Edge-Loc,0.9478967785835266,Edge-Ring,0.0124031929299235,True,-0.024393126,7.2931356
26075,Edge-Loc,0.8444746732711792,none,0.089660920202732,False,-0.09415479,8.822267
26125,Center,0.9455241560935974,Loc,0.0144829731434583,True,9.980781,17.917196
26156,Random,0.964385747909546,Edge-Loc,0.0064860000275075,True,15.147623,-1.2075007
26440,none,0.9534992575645448,Loc,0.0085392659530043,True,2.3618267,15.482138
26552,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
27003,Loc,0.8681315779685974,none,0.0718624740839004,False,4.735681,9.920422
27382,none,0.954626739025116,Scratch,0.0097351064905524,True,1.1136665,15.118686
27392,Loc,0.9272801876068116,Scratch,0.0205215048044919,True,5.790726,8.636904
27443,Edge-Loc,0.8712328672409058,Scratch,0.0566998161375522,False,-0.6227676,7.9819665
27506,Center,0.9072303175926208,none,0.045767281204462,True,9.127624,17.537815
27567,none,0.7907505631446838,Edge-Loc,0.1673494279384613,False,0.5133801,12.964917
27699,Loc,0.93841153383255,Scratch,0.0161177553236484,True,5.3515716,9.076224
27801,Loc,0.9453985095024108,none,0.0226580630987882,True,4.7706323,9.808514
27850,Loc,0.7851881384849548,none,0.1285575628280639,False,4.5938,10.193802
27857,Loc,0.9484282732009888,none,0.0095728952437639,True,5.7063255,9.142169
28005,none,0.9501197338104248,Edge-Loc,0.0128334127366542,True,1.4961106,14.703855
28099,Edge-Loc,0.8442835211753845,Edge-Ring,0.0945388376712799,False,-1.6385828,6.253385
28352,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
28646,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
28650,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
28909,Donut,0.9606868624687196,Near-full,0.0053533795289695,True,18.950987,11.483608
29171,none,0.9498655200004578,Scratch,0.0082244230434298,True,1.7265068,16.577965
29347,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
29451,Edge-Loc,0.9535019397735596,Edge-Ring,0.0075086620636284,True,-0.7801415,6.638136
29456,Edge-Loc,0.9529348015785216,none,0.0068544391542673,True,-0.6660218,6.4418902
29514,none,0.9567286372184752,Scratch,0.0063099055550992,True,1.9767904,15.136803
30003,none,0.9464409351348876,Scratch,0.0087095769122242,True,1.6116264,16.626669
30064,Loc,0.8428786396980286,Edge-Loc,0.0918076187372207,False,3.2501209,8.428932
30109,Loc,0.8341954946517944,none,0.1145952865481376,False,4.4760003,10.176359
30416,Edge-Loc,0.8537998795509338,Edge-Ring,0.0809377953410148,False,-1.6673722,6.1808248
30536,Center,0.8757573962211609,none,0.0654664635658264,False,8.853518,17.648344
30808,Donut,0.8757768273353577,Random,0.0532949864864349,False,17.494495,8.65077
30898,Edge-Loc,0.8324060440063477,none,0.075888767838478,False,-1.70112,6.7148376
31127,Edge-Ring,0.9234713912010192,Edge-Loc,0.0243902951478958,True,-2.8725567,-1.6343393
31130,Edge-Ring,0.9311643242836,Edge-Loc,0.0198568254709243,True,-2.7206366,-1.4868248
31220,Edge-Ring,0.9542650580406188,Edge-Loc,0.0124656213447451,True,-2.7387366,-1.5052619
31476,Random,0.9545578956604004,Edge-Loc,0.0113573996350169,True,15.152972,-1.1410421
31505,Center,0.9386617541313172,none,0.0205467231571674,True,9.393895,17.654354
31519,Center,0.9066368937492372,Loc,0.0390671007335186,True,9.251899,17.522556
31637,Loc,0.9688928127288818,Random,0.0143653256818652,True,5.2058964,8.892483
31695,Edge-Loc,0.9556713700294496,Edge-Ring,0.0105275539681315,True,0.21190159,7.456991
31697,Edge-Loc,0.9628841280937196,Edge-Ring,0.0075496491044759,True,-0.18508708,7.36274
31703,Donut,0.9789446592330932,Center,0.0037677821237593,True,17.697533,10.939453
31739,Scratch,0.7535289525985718,none,0.2097354978322982,False,-7.11307,15.140229
31816,Scratch,0.9565181732177734,none,0.0155161404982209,True,-7.6513114,14.958405
31961,none,0.756531834602356,Scratch,0.1924509555101394,False,1.0692006,15.601342
32045,Edge-Ring,0.7988923788070679,none,0.1259467005729675,False,-2.4342906,4.4803667
32130,Random,0.9577972888946532,none,0.0074302083812654,True,17.281446,-1.8480273
32186,none,0.9407525062561036,Scratch,0.0185001939535141,True,0.7403365,15.653776
32238,Loc,0.7834428548812866,none,0.1811374425888061,False,4.508566,10.339423
32350,Edge-Ring,0.8755987286567688,Edge-Loc,0.054978746920824,False,-2.3370194,4.712216
32399,Donut,0.9111696481704712,Loc,0.0477502308785915,True,17.666962,9.713322
32409,none,0.8564949035644531,Edge-Ring,0.0573811270296573,False,0.35110196,12.998388
32457,Edge-Ring,0.8944909572601318,none,0.0501380451023578,False,-2.5178673,-1.8762251
32672,none,0.828180193901062,Scratch,0.0659454464912414,False,0.39518106,13.160076
32927,Edge-Loc,0.9340848922729492,Edge-Ring,0.0259792916476726,True,-1.3252059,6.4705195
33273,Edge-Ring,0.9002511501312256,Edge-Loc,0.0558235757052898,True,-2.2808585,4.808757
33558,Near-full,0.9590626955032348,Edge-Loc,0.0058514857664704,True,7.0974965,-7.4490123
33598,Edge-Loc,0.9587153792381288,Edge-Ring,0.0086099142208695,True,-0.9833347,6.522914
33935,Center,0.9546139240264891,none,0.0184975750744342,True,9.168254,17.636328
33938,Center,0.9316286444664,none,0.0189705342054367,True,8.817367,18.173983
34011,Donut,0.8642370700836182,Random,0.0612634345889091,False,17.53395,8.7280855
34012,Donut,0.9777801036834716,Near-full,0.003136527724564,True,17.993967,9.805008
34022,Donut,0.9365464448928832,Loc,0.0156270749866962,True,17.589746,11.310677
34026,Donut,0.9673190116882324,Center,0.0046481015160679,True,18.211893,9.565665
34151,none,0.9491244554519652,Scratch,0.0084951063618063,True,2.122639,16.156155
34159,Loc,0.8478161096572876,none,0.0510661602020263,False,4.9229794,9.801425
34222,none,0.9524778723716736,Edge-Loc,0.0150196040049195,True,1.0911036,14.053546
34307,Random,0.9648823738098145,Near-full,0.0053357989527285,True,16.41456,-2.1413198
