raw_index,true_label,source_split,umap_x,umap_y
590027,Center,Training,9.888049,19.533724
629952,Center,Training,10.101336,18.894972
628268,Center,Training,9.400266,19.540388
169818,Center,Training,10.102933,18.404015
279939,Center,Training,11.979231,19.37006
591645,Center,Training,9.924352,19.287048
366299,Center,Training,9.562809,18.357912
591427,Center,Training,10.117723,19.354996
179044,Center,Training,10.191902,18.404325
245310,Center,Training,11.9286585,19.398653
685869,Center,Test,9.252156,17.670834
84624,Center,Training,9.587747,18.393763
587501,Center,Training,9.807123,17.878098
759481,Center,Test,8.714912,17.77467
573889,Center,Training,9.755452,19.701488
590536,Center,Training,10.228138,19.88964
761372,Center,Test,9.508259,18.146942
761000,Center,Test,9.31515,17.591202
588265,Center,Training,9.570042,19.732758
282836,Center,Training,10.872637,19.370626
588901,Center,Training,10.266539,19.662344
209026,Center,Training,10.223429,18.461441
126990,Center,Training,9.576209,18.187492
588940,Center,Training,9.448038,19.293232
588016,Center,Training,10.090908,18.87522
573678,Center,Training,10.270492,19.488066
588071,Center,Training,10.276248,19.368914
627928,Center,Training,11.518842,19.605658
587837,Center,Training,10.021877,19.583572
293223,Center,Training,10.774026,19.425943
590776,Center,Training,10.118879,19.085535
84914,Center,Training,11.390192,19.465517
274153,Center,Training,11.293145,19.691364
588553,Center,Training,9.156798,19.321154
528526,Center,Training,10.259339,19.542877
628062,Center,Training,11.250144,19.723654
591497,Center,Training,9.45319,19.565474
591332,Center,Training,10.178516,19.216318
764877,Center,Test,8.628298,17.880754
372805,Center,Training,11.109824,19.6166
586724,Center,Training,10.134792,19.908302
629204,Center,Training,9.901156,18.00438
127022,Center,Training,8.863537,18.485563
586348,Center,Training,9.565187,17.748646
528529,Center,Training,9.780397,19.807194
587210,Center,Training,9.838119,19.935093
352028,Center,Training,11.066263,19.461458
590733,Center,Training,9.818064,18.745779
400028,Center,Training,11.941512,19.397808
764513,Center,Test,9.911322,18.328505
195687,Center,Training,10.9191065,19.760065
529952,Center,Training,9.611775,18.966602
590286,Center,Training,10.157268,20.009205
529498,Center,Training,9.1998415,19.352228
276160,Center,Training,12.0096,19.324375
592107,Center,Training,10.15985,19.353619
586618,Center,Training,10.327795,20.025148
573935,Center,Training,9.884238,19.453663
591424,Center,Training,9.216936,19.19777
564904,Center,Training,9.952305,18.349726
628871,Center,Training,10.045861,18.216597
809082,Center,Test,8.747428,17.41576
590871,Center,Training,9.945376,18.417131
589124,Center,Training,9.932986,17.952486
590428,Center,Training,9.330222,17.611036
627961,Center,Training,11.214627,19.736311
764321,Center,Test,9.483564,17.959553
586729,Center,Training,9.797815,18.992476
588080,Center,Training,9.967791,18.104893
136433,Center,Training,10.361018,18.682602
590848,Center,Training,10.030132,19.791061
274168,Center,Training,11.627347,19.588749
293310,Center,Training,8.952201,17.400509
587642,Center,Training,10.26803,18.745506
629844,Center,Training,9.845509,19.413984
679165,Center,Test,9.263913,17.561556
631006,Center,Training,10.525383,19.744444
629417,Center,Training,9.935645,18.525229
588943,Center,Training,10.022996,18.800734
627835,Center,Training,10.104087,19.032024
590984,Center,Training,9.909761,19.746979
589557,Center,Training,9.817441,19.487776
628544,Center,Training,9.4967785,19.530087
574684,Center,Training,9.732032,19.82948
686287,Center,Test,8.872819,17.464792
764392,Center,Test,9.944069,18.114283
773815,Center,Test,8.761921,17.421259
96002,Center,Training,11.388964,19.587574
628270,Center,Training,9.5437355,19.512888
255173,Center,Training,11.207015,19.606604
760517,Center,Test,9.458858,17.827194
764753,Center,Test,9.480202,17.774544
590112,Center,Training,10.123127,19.962822
764559,Center,Test,8.745009,18.021523
316143,Center,Training,11.385146,19.576834
590172,Center,Training,10.024608,18.824575
764528,Center,Test,9.454721,19.494776
588575,Center,Training,10.296443,19.966904
762891,Center,Test,11.043676,19.61201
629250,Center,Training,8.729771,17.947025
755691,Center,Test,9.12631,19.095804
424286,Center,Training,9.365787,18.108921
590701,Center,Training,10.166049,18.764324
592554,Center,Training,9.811194,18.09821
573824,Center,Training,10.193898,18.888624
526602,Center,Training,9.270652,19.388296
256849,Center,Training,11.812215,19.472946
756857,Center,Test,8.749333,18.164003
589939,Center,Training,9.914747,19.231691
527074,Center,Training,9.964917,18.711382
590858,Center,Training,10.11201,19.960405
310790,Center,Training,9.854367,18.38526
143942,Center,Training,10.304596,18.52979
627846,Center,Training,11.379499,19.570402
589539,Center,Training,9.920062,18.731403
592377,Center,Training,9.125154,19.175547
528235,Center,Training,9.687513,19.231894
201410,Center,Training,9.124933,19.031641
628071,Center,Training,10.772839,19.806221
394482,Center,Training,10.747209,19.346539
714045,Center,Test,9.006182,17.457851
586855,Center,Training,9.7834835,18.399744
764504,Center,Test,9.560837,17.90843
587502,Center,Training,9.882598,17.925108
573956,Center,Training,9.568427,19.705114
259169,Center,Training,11.992841,19.356
574065,Center,Training,9.758821,18.572798
589095,Center,Training,9.916939,18.703112
586459,Center,Training,9.843422,19.184929
627852,Center,Training,9.534788,19.64925
589559,Center,Training,9.629318,18.768526
557526,Center,Training,9.840216,19.095486
764889,Center,Test,8.837714,17.546104
620914,Center,Training,10.151179,18.501184
588118,Center,Training,9.105376,19.081839
628171,Center,Training,10.97892,19.684032
719181,Center,Test,1.4946983,15.238028
629582,Center,Training,10.609469,19.831263
562520,Center,Training,10.108944,18.409536
760787,Center,Test,9.755273,18.92182
729679,Center,Test,9.9382305,17.948374
160119,Center,Training,9.762877,18.85602
591246,Center,Training,10.1675,18.888819
589898,Center,Training,9.840119,19.966974
161158,Center,Training,9.767988,19.87669
293231,Center,Training,10.341404,19.052795
645601,Center,Test,10.305272,19.173767
757427,Center,Test,8.666174,17.961527
587629,Center,Training,10.544698,19.609688
588266,Center,Training,10.104049,19.426435
590288,Center,Training,9.928249,18.01159
310805,Center,Training,9.687874,18.327284
590573,Center,Training,9.797515,19.285147
587330,Center,Training,10.198371,19.995737
764851,Center,Test,9.223427,17.670507
587499,Center,Training,10.267705,18.940351
278590,Center,Training,17.360628,10.715146
706155,Center,Training,10.114244,18.65626
807462,Center,Test,8.987917,17.466902
679887,Center,Test,9.39888,17.740396
587514,Center,Training,9.387191,17.704782
586841,Center,Training,9.936676,18.838259
391111,Center,Training,11.861313,19.446323
524355,Center,Training,9.921835,19.784586
629053,Center,Training,10.294559,19.481323
586408,Center,Training,9.598808,19.528198
160883,Center,Training,10.2860775,18.870073
588896,Center,Training,9.954098,18.699728
764975,Center,Test,9.750754,18.626184
525960,Center,Training,9.804777,19.644245
591078,Center,Training,9.731387,19.827034
629612,Center,Training,9.995423,19.119864
588280,Center,Training,9.606211,19.33927
187564,Center,Training,11.131315,19.740316
525264,Center,Training,10.22495,19.990257
646263,Center,Test,9.682885,18.75439
589203,Center,Training,10.3730345,19.408466
732272,Center,Test,11.838033,19.456991
590734,Center,Training,9.174305,19.16842
394974,Center,Training,11.31506,19.631147
761994,Center,Test,9.7682,18.262037
574725,Center,Training,9.714336,19.830214
586880,Center,Training,9.113335,19.18154
630916,Center,Training,9.908757,17.924212
628059,Center,Training,10.833879,19.78311
745769,Center,Training,10.674694,19.443237
764380,Center,Test,9.14906,19.115932
713013,Center,Test,4.6395264,10.523193
588119,Center,Training,9.543068,19.049572
573677,Center,Training,9.899659,17.928366
627926,Center,Training,11.520037,19.606335
608166,Center,Training,9.824748,18.585924
762217,Center,Test,8.878337,17.619366
255155,Center,Training,11.223825,19.760841
631014,Center,Training,9.939506,19.368423
590907,Center,Training,9.992814,18.0587
394093,Center,Training,11.412155,19.563215
806749,Center,Test,8.741562,17.43649
631004,Center,Training,11.007755,19.791681
764445,Center,Test,8.856693,17.616798
159032,Center,Training,11.263204,19.718939
591759,Center,Training,10.010911,18.255716
590215,Center,Training,9.929798,18.83323
717261,Center,Test,11.811304,19.418554
592231,Center,Training,9.750162,19.806494
683781,Center,Test,9.633677,17.723532
280041,Center,Training,11.99014,19.353514
88294,Center,Training,9.923786,18.223759
524147,Center,Training,10.210634,19.870268
203283,Center,Training,9.799884,18.291119
592292,Center,Training,10.062318,19.67897
686721,Center,Test,8.93715,17.632156
591851,Center,Training,9.924084,19.707695
630986,Center,Training,9.45872,19.453709
588834,Center,Training,10.2382345,18.962507
740416,Center,Test,8.806046,17.413883
526590,Center,Training,10.026547,18.78204
683806,Center,Test,11.997505,19.275736
643941,Center,Test,9.920316,18.285172
679609,Center,Test,11.78646,19.288986
591379,Center,Training,10.088852,19.779236
430348,Center,Training,9.115454,19.125076
592440,Center,Training,10.255013,19.006863
412627,Center,Training,11.410884,19.542156
244407,Center,Training,11.518907,19.47701
587204,Center,Training,9.5336895,19.69757
588070,Center,Training,9.939009,19.45171
592212,Center,Training,10.695955,19.837454
196262,Center,Training,9.203813,17.953213
573769,Center,Training,9.468433,19.545807
683266,Center,Test,17.475424,10.725807
695532,Center,Test,9.487904,17.633326
255164,Center,Training,11.828104,19.45329
588218,Center,Training,10.19448,19.270578
628907,Center,Training,9.406748,19.546843
764617,Center,Test,8.700909,17.956703
764531,Center,Test,10.777472,19.753925
590967,Center,Training,9.961457,18.718111
656013,Center,Test,9.515631,17.644892
586606,Center,Training,11.217119,19.738728
177634,Center,Training,10.076469,18.284872
316136,Center,Training,10.710226,19.199436
586661,Center,Training,11.127707,19.769876
755644,Center,Test,10.273699,19.995785
365662,Center,Training,9.5897255,18.37983
591877,Center,Training,10.814893,19.822552
805200,Center,Test,8.800978,17.442163
586626,Center,Training,10.686822,19.87904
526040,Center,Training,9.893728,18.752443
168339,Center,Training,10.184517,18.343033
574390,Center,Training,9.82593,19.534836
628198,Center,Training,11.273227,19.683247
143959,Center,Training,9.269804,18.93818
559639,Center,Training,10.87394,19.781105
586614,Center,Training,9.306627,19.491924
589528,Center,Training,9.870255,17.934786
628235,Center,Training,9.490853,19.561668
386931,Center,Training,11.858587,19.455297
764562,Center,Test,8.748652,18.021488
591273,Center,Training,10.328973,18.820566
588560,Center,Training,9.507271,19.595486
201757,Center,Training,8.795164,17.786324
591737,Center,Training,10.301006,19.16303
592042,Center,Training,10.211313,18.906126
627973,Center,Training,11.697247,19.573208
268662,Center,Training,10.323862,18.812407
524172,Center,Training,10.030879,19.729435
586347,Center,Training,10.220953,19.322248
574021,Center,Training,9.99184,18.715189
587632,Center,Training,10.306516,19.85317
255067,Center,Training,11.9909,19.355774
527444,Center,Training,9.589124,19.712158
310798,Center,Training,9.72236,18.429867
211917,Center,Training,11.092694,19.639214
574586,Center,Training,9.948944,18.49443
691688,Center,Test,8.773433,17.720745
274160,Center,Training,10.405484,19.09729
574009,Center,Training,9.84495,19.411608
590595,Center,Training,9.412584,19.583557
154026,Center,Training,9.329231,17.747221
740323,Center,Test,8.886786,17.549932
589778,Center,Training,9.885081,19.260406
629380,Center,Training,9.9067135,19.13129
405142,Center,Training,10.500116,19.114922
628959,Center,Training,10.187507,18.992355
528179,Center,Training,9.937632,18.657434
764516,Center,Test,9.351977,17.63998
405124,Center,Training,9.724551,17.858053
590465,Center,Training,10.317937,19.931568
525090,Center,Training,9.788096,19.724915
718068,Center,Test,11.46861,19.476885
524181,Center,Training,9.996553,19.751413
574607,Center,Training,9.733625,19.910023
627939,Center,Training,11.285596,19.718842
574187,Center,Training,10.172726,20.002718
774580,Center,Test,9.716217,18.92059
764762,Center,Test,9.398688,18.043356
629604,Center,Training,10.482795,19.948246
394963,Center,Training,11.641121,19.576319
189979,Center,Training,11.864816,19.430164
713506,Center,Test,9.309485,17.583843
86395,Center,Training,9.94744,17.97553
296952,Center,Training,10.352481,18.872334
776306,Center,Test,8.80235,17.437963
587777,Center,Training,9.835703,18.995419
630583,Center,Training,9.819992,19.380327
149412,Center,Training,9.353436,18.115398
256848,Center,Training,11.809637,19.477348
527085,Center,Training,10.065829,18.516642
371587,Center,Training,11.259006,19.70279
412624,Center,Training,11.272379,19.686909
604290,Center,Training,11.082664,19.671116
574661,Center,Training,9.309124,19.22732
556762,Center,Training,10.249945,18.93114
278591,Center,Training,12.0034,19.319134
589119,Center,Training,9.613207,18.902756
294285,Center,Training,9.583654,18.287228
587919,Center,Training,10.821317,19.82464
730164,Center,Test,9.271102,17.728518
588355,Center,Training,9.488356,19.537838
187546,Center,Training,10.36467,19.843876
759455,Center,Test,9.205238,17.864344
524240,Center,Training,9.882883,19.16944
630597,Center,Training,9.572079,18.636665
528098,Center,Training,10.100239,19.888132
764792,Center,Test,9.30982,17.594135
574735,Center,Training,9.361048,19.562239
574395,Center,Training,9.769563,19.29984
700099,Center,Training,9.984992,19.427576
762242,Center,Test,9.222747,17.461773
187067,Center,Training,10.364587,18.706343
524395,Center,Training,9.761521,19.908495
590592,Center,Training,9.715696,18.730406
629028,Center,Training,9.681086,19.345617
587705,Center,Training,10.245328,18.814589
143952,Center,Training,9.584357,18.359537
588633,Center,Training,9.188264,19.206953
169260,Center,Training,10.090283,18.104864
627830,Center,Training,10.089389,18.609924
279754,Donut,Training,19.252596,10.094202
46509,Donut,Training,17.936317,12.089857
279354,Donut,Training,18.73777,10.257872
391615,Donut,Training,18.905941,10.643054
377801,Donut,Training,18.280426,11.486092
674130,Donut,Training,17.510273,8.657702
279197,Donut,Training,18.759117,9.963381
681928,Donut,Test,17.46506,11.683718
267457,Donut,Training,17.69848,8.845475
279048,Donut,Training,18.754517,10.374589
116264,Donut,Training,17.835247,8.962254
681664,Donut,Test,17.486856,11.396962
682011,Donut,Test,17.596361,11.46964
279334,Donut,Training,18.878046,10.208918
279840,Donut,Training,19.08988,10.660783
279055,Donut,Training,19.030407,10.28833
279768,Donut,Training,18.06619,9.346106
279764,Donut,Training,18.347038,9.612137
7338,Donut,Training,19.151445,10.8185835
679948,Donut,Test,11.958011,19.295588
278885,Donut,Training,17.732273,11.46062
771845,Donut,Test,19.127142,10.823001
279522,Donut,Training,17.939632,9.090174
279846,Donut,Training,18.921017,10.2277775
391183,Donut,Training,17.344692,10.727867
279231,Donut,Training,18.07611,11.8741
280161,Donut,Training,18.30921,11.061609
548134,Donut,Training,17.587074,8.728536
280046,Donut,Training,19.112171,9.965026
763505,Donut,Test,6.3289948,8.817363
681246,Donut,Test,17.566357,10.665645
451308,Donut,Training,18.459095,9.64846
116256,Donut,Training,17.776222,8.898048
279845,Donut,Training,19.00701,10.182984
644803,Donut,Test,15.199416,-0.9449909
279257,Donut,Training,19.135923,10.053039
739286,Donut,Test,17.539589,8.690828
755815,Donut,Test,18.33303,10.513933
116255,Donut,Training,17.74556,8.871043
679565,Donut,Test,17.630896,8.773622
391177,Donut,Training,18.380152,11.144992
278979,Donut,Training,18.494047,11.057391
396728,Donut,Training,18.666811,10.189338
278709,Donut,Training,17.885895,9.049251
279276,Donut,Training,18.518377,11.340602
279326,Donut,Training,18.904081,9.795151
387072,Donut,Training,18.060925,10.958156
278941,Donut,Training,18.675652,11.637385
763367,Donut,Test,17.912508,12.093653
386908,Donut,Training,18.681929,10.2851
683949,Donut,Test,17.766256,11.928811
681859,Donut,Test,17.560976,10.675572
9606,Donut,Training,19.09474,11.001788
278749,Donut,Training,17.671734,10.832324
679528,Donut,Test,17.397335,10.72899
679950,Donut,Test,17.643517,11.874937
681371,Donut,Test,17.575653,11.493679
280188,Donut,Training,18.855785,9.82377
683107,Donut,Test,17.711683,11.121075
279528,Donut,Training,18.005383,10.1472
7907,Donut,Training,19.519665,10.450435
280039,Donut,Training,17.711628,11.496883
279577,Donut,Training,17.9584,12.093214
391199,Donut,Training,17.834372,11.401662
639391,Donut,Training,18.656685,9.672158
49448,Donut,Training,17.553741,8.725755
679822,Donut,Test,18.12993,10.9974165
679838,Donut,Test,5.843782,9.225814
11813,Donut,Training,17.468128,11.290109
683942,Donut,Test,18.23548,11.343333
679577,Donut,Test,17.966635,11.11919
116258,Donut,Training,17.771332,8.892449
241998,Donut,Training,17.81781,11.6518
726620,Donut,Test,6.3727303,8.817423
404497,Donut,Training,17.889944,11.639161
279756,Donut,Training,18.558077,9.662369
805595,Donut,Test,18.685669,9.713578
279391,Donut,Training,18.799328,9.844093
279309,Donut,Training,18.93079,11.462827
280179,Donut,Training,18.95338,10.052446
68390,Donut,Training,19.339447,10.932247
404496,Donut,Training,18.107489,11.391561
279135,Donut,Training,18.068642,12.042097
278948,Donut,Training,18.89492,10.7484665
404544,Donut,Training,18.808422,10.401707
679598,Donut,Test,17.470392,11.46639
679483,Donut,Test,17.663605,10.911535
316511,Donut,Training,17.36837,10.717743
82439,Donut,Training,18.180067,9.633385
279195,Donut,Training,18.892345,10.574929
116267,Donut,Training,17.77648,8.89861
276128,Donut,Training,18.700077,11.4836035
674125,Donut,Training,18.630852,10.786425
762960,Donut,Test,17.546618,10.7796135
278750,Donut,Training,18.852821,11.514222
54396,Donut,Training,18.79266,10.724446
279546,Donut,Training,19.092396,10.964235
439891,Donut,Training,17.55155,8.709871
680266,Donut,Test,17.84867,11.115841
279988,Donut,Training,18.52698,10.17389
279381,Donut,Training,19.273806,10.077768
279388,Donut,Training,18.548841,9.761452
279552,Donut,Training,18.67397,11.616674
8103,Donut,Training,17.887283,11.652962
279765,Donut,Training,19.320051,10.131336
279981,Donut,Training,19.12817,10.095272
361562,Donut,Training,18.075928,9.540872
279272,Donut,Training,18.637877,10.120758
769108,Donut,Test,17.901182,11.459785
187560,Donut,Training,17.97436,10.371802
279938,Donut,Training,18.740534,10.2975
679314,Donut,Test,17.697897,11.01608
280047,Donut,Training,18.719482,10.296363
673852,Donut,Test,18.899378,10.77964
542775,Donut,Training,18.818836,10.1662245
404495,Donut,Training,18.409096,11.312759
280030,Donut,Training,18.302477,11.81422
639390,Donut,Training,19.037384,9.816827
279896,Donut,Training,17.861351,11.701179
279058,Donut,Training,18.945316,10.205438
755813,Donut,Test,18.778332,11.603215
7878,Donut,Training,17.755625,8.879677
674145,Donut,Training,19.011324,10.376359
279232,Donut,Training,19.009998,10.324917
683294,Donut,Test,17.778158,10.9761505
279843,Donut,Training,18.999123,10.610022
691489,Donut,Test,19.305868,10.90463
396717,Donut,Training,17.509895,11.135905
683018,Donut,Test,18.667614,10.028467
674138,Donut,Training,17.520363,8.683785
674123,Donut,Training,18.58023,10.764473
683020,Donut,Test,17.505466,11.739617
46533,Donut,Training,17.955637,12.038352
679825,Donut,Test,18.646538,10.242885
673826,Donut,Test,19.091034,10.087239
7949,Donut,Training,19.53287,10.462549
279039,Donut,Training,18.901514,10.512143
7316,Donut,Training,17.750128,11.88247
279242,Donut,Training,19.265797,10.0510235
393807,Donut,Training,18.93924,11.468926
279523,Donut,Training,18.552662,11.442282
279531,Donut,Training,19.075085,10.702717
680762,Donut,Test,18.65849,10.003473
7335,Donut,Training,18.794973,10.181804
762985,Donut,Test,17.528746,8.690223
116271,Donut,Training,17.770952,8.883507
361564,Donut,Training,18.424274,11.252446
279929,Donut,Training,18.924955,9.922322
683677,Donut,Test,17.574768,10.869045
683675,Donut,Test,18.018013,9.9517355
278598,Donut,Training,19.145456,10.417319
279259,Donut,Training,19.204956,9.984408
681972,Donut,Test,18.77598,10.13755
279516,Donut,Training,18.65121,9.658236
278706,Donut,Training,18.548573,10.938296
438019,Donut,Training,17.62446,10.950433
28885,Donut,Training,18.933445,11.476601
279769,Donut,Training,19.246338,9.972894
362185,Donut,Training,19.059526,10.740617
674137,Donut,Training,17.537447,8.692676
279392,Donut,Training,19.032127,10.109875
681726,Donut,Test,17.572693,10.879879
278978,Donut,Training,18.97394,10.256195
279240,Donut,Training,18.28149,9.576787
7934,Donut,Training,19.51924,10.452828
279761,Donut,Training,18.190508,9.454271
279042,Donut,Training,18.143673,9.333517
279282,Donut,Training,17.974665,9.14128
680737,Donut,Test,18.935284,10.67418
279495,Donut,Training,18.926622,10.750575
135689,Donut,Training,18.642036,9.720377
279575,Donut,Training,18.019005,12.081006
279280,Donut,Training,19.140093,10.033967
278940,Donut,Training,19.282925,10.074758
679633,Donut,Test,17.865929,10.58039
279289,Donut,Training,18.505054,11.48408
683489,Donut,Test,17.933107,11.184449
68391,Donut,Training,19.345348,10.954635
317434,Donut,Training,17.468311,10.710117
418849,Donut,Training,17.886562,11.837393
279945,Donut,Training,18.414766,9.603443
279330,Donut,Training,18.685295,10.710446
278704,Donut,Training,17.900743,12.043916
280042,Donut,Training,18.846775,9.889099
31707,Donut,Training,17.850094,11.083395
763695,Donut,Test,18.45423,11.611509
680504,Donut,Test,17.470314,11.515264
279249,Donut,Training,17.90203,9.065963
680898,Donut,Test,17.566141,10.821757
653123,Donut,Test,15.787233,-0.5467357
746172,Donut,Training,18.900198,11.497218
682271,Donut,Test,18.391586,10.460888
674132,Donut,Training,18.624992,9.696605
116269,Donut,Training,17.796965,8.913334
279760,Donut,Training,19.093023,10.046021
241992,Donut,Training,19.30475,10.080817
771037,Donut,Test,17.923817,9.071962
278983,Donut,Training,19.096703,10.298312
279396,Donut,Training,18.493792,9.6661
278714,Donut,Training,18.203465,9.619395
674133,Donut,Training,18.217987,9.495396
680826,Donut,Test,18.376987,9.722919
279933,Donut,Training,17.978844,9.187076
761154,Donut,Test,17.642225,11.843476
674139,Donut,Training,17.749752,8.933384
279891,Donut,Training,18.249254,9.5669365
279851,Donut,Training,18.343523,11.145739
279129,Donut,Training,18.956402,11.406395
681807,Donut,Test,17.733036,11.95377
279529,Donut,Training,18.154144,11.892012
278842,Donut,Training,17.899382,12.11191
682556,Donut,Test,18.064573,10.650241
755041,Donut,Test,18.385284,11.8504305
279348,Donut,Training,18.645638,10.724791
679595,Donut,Test,17.385042,10.669478
763042,Donut,Test,18.290686,9.641086
279198,Donut,Training,19.0138,10.050948
747563,Donut,Training,17.742989,8.868155
770979,Donut,Test,17.601225,8.725062
278966,Donut,Training,18.532553,11.317497
279526,Donut,Training,18.73008,9.82851
681057,Donut,Test,17.951353,11.689971
279377,Donut,Training,18.851128,9.923257
683863,Donut,Test,18.642803,10.792377
279998,Donut,Training,18.819752,10.269098
279487,Donut,Training,17.40109,10.717357
280045,Donut,Training,18.573082,10.800215
680205,Donut,Test,18.67405,10.466391
377785,Donut,Training,18.368511,11.428027
679769,Donut,Test,17.57536,11.432672
278707,Donut,Training,18.571253,10.895725
680417,Donut,Test,18.284605,10.507353
279544,Donut,Training,17.782145,11.830754
318562,Donut,Training,18.924452,11.488842
683940,Donut,Test,17.534456,11.557977
278731,Donut,Training,18.301199,11.253717
387057,Donut,Training,18.716188,10.418345
683778,Donut,Test,17.509174,11.056066
318445,Donut,Training,18.327522,9.590042
280029,Donut,Training,19.216148,10.052036
391138,Donut,Training,18.77272,9.815264
116260,Donut,Training,17.77952,8.891179
673855,Donut,Test,17.837502,12.020208
279311,Donut,Training,17.895782,12.009164
279579,Donut,Training,18.087124,12.052627
279482,Donut,Training,17.825743,12.013437
763172,Donut,Test,17.579992,8.724273
279196,Donut,Training,18.179148,10.682591
361624,Donut,Training,17.873495,9.049834
377792,Donut,Training,18.645401,10.485128
244230,Donut,Training,18.080723,11.97027
683859,Donut,Test,17.55735,11.064528
302170,Donut,Training,17.48421,11.572215
397850,Donut,Training,18.40864,11.400691
387064,Donut,Training,18.141409,11.5500345
279515,Donut,Training,18.689363,11.537239
680166,Donut,Test,19.21592,10.180332
377789,Donut,Training,18.114767,11.142618
7936,Donut,Training,19.52359,10.4502535
279278,Donut,Training,18.371553,11.796914
412720,Donut,Training,17.92517,12.128572
54395,Donut,Training,18.513544,10.414371
679658,Donut,Test,18.854527,10.320477
279501,Donut,Training,17.677603,10.718414
770974,Donut,Test,17.63238,8.798361
278587,Donut,Training,18.678053,9.73205
681458,Donut,Test,17.57015,10.808531
278969,Donut,Training,18.340359,11.8654585
279982,Donut,Training,18.44618,11.349864
7938,Donut,Training,19.53373,10.472508
278751,Donut,Training,18.626745,9.867908
278747,Donut,Training,18.651789,10.668337
279499,Donut,Training,18.513624,11.079876
278964,Donut,Training,18.994246,11.180504
279736,Donut,Training,18.857273,10.61531
298246,Donut,Training,18.848328,11.558847
279766,Donut,Training,18.832792,9.842828
279269,Donut,Training,18.775444,9.977298
279188,Donut,Training,18.732742,9.747936
377796,Donut,Training,18.485926,10.384128
391520,Donut,Training,17.923172,9.109937
7947,Donut,Training,19.541115,10.462332
674070,Donut,Test,17.759653,11.40736
674136,Donut,Training,18.81335,9.91652
280044,Donut,Training,18.234129,11.201106
279949,Donut,Training,18.354797,9.606266
681297,Donut,Test,17.889977,10.528951
674143,Donut,Training,18.270851,9.547817
674135,Donut,Training,18.698984,9.757223
279930,Donut,Training,17.89175,9.061912
53740,Donut,Training,19.295021,10.246416
279357,Donut,Training,18.900372,10.011453
279361,Donut,Training,17.90038,9.054216
279504,Donut,Training,19.021322,10.68643
278759,Donut,Training,17.942053,9.106998
679869,Donut,Test,17.6928,10.728676
771849,Donut,Test,17.831923,8.981417
279062,Donut,Training,17.859997,11.321829
763569,Donut,Test,18.184353,11.623453
278614,Donut,Training,18.384354,9.598581
241990,Donut,Training,18.182222,10.911838
279771,Donut,Training,17.667532,8.8083935
279099,Donut,Training,18.360579,11.5449
437280,Donut,Training,17.801155,8.969093
673970,Donut,Test,18.192183,11.81178
769084,Donut,Test,18.87013,11.522834
683674,Donut,Test,17.703323,10.988996
361637,Donut,Training,17.925049,12.067632
681851,Donut,Test,18.566153,10.935759
9608,Donut,Training,18.08083,9.891236
800962,Donut,Test,19.47841,10.46336
683679,Donut,Test,17.620075,11.875753
782753,Donut,Test,17.628077,8.783121
279110,Donut,Training,17.53198,11.517996
681731,Donut,Test,17.423857,11.513004
