umap_1,umap_2,split_label,score,raw_index,true_label,pseudo_label,pseudo_label_confidence,second_choice_label,second_choice_confidence,accepted_for_pseudo_label
12.735672,12.406206,labeled_normal,,242625,none,,,,,
11.701899,6.1778417,labeled_normal,,767874,none,,,,,
12.938416,12.79733,labeled_normal,,783192,none,,,,,
6.3089714,17.268097,labeled_normal,,648808,none,,,,,
11.171746,6.3837013,labeled_normal,,716546,none,,,,,
9.286722,14.0819645,labeled_normal,,802505,none,,,,,
12.031449,12.360085,labeled_normal,,779047,none,,,,,
14.412128,10.461545,labeled_normal,,744613,none,,,,,
11.301836,13.254998,labeled_normal,,742881,none,,,,,
6.784034,16.784798,labeled_normal,,657460,none,,,,,
8.478404,16.49059,labeled_normal,,707887,none,,,,,
13.112216,12.087578,labeled_normal,,251864,none,,,,,
11.387605,7.1915536,labeled_normal,,766726,none,,,,,
7.981054,16.932467,labeled_normal,,699994,none,,,,,
7.0178638,17.14857,labeled_normal,,729412,none,,,,,
13.348738,0.9410107,labeled_normal,,787724,none,,,,,
12.10209,11.721125,labeled_normal,,771206,none,,,,,
9.7146015,13.308964,labeled_normal,,799765,none,,,,,
12.381188,7.5361047,labeled_normal,,760467,none,,,,,
11.8862505,6.368931,labeled_normal,,740185,none,,,,,
5.073686,2.0065026,labeled_normal,,810862,none,,,,,
13.120647,13.432065,labeled_normal,,686706,none,,,,,
12.877122,13.646071,labeled_normal,,806380,none,,,,,
13.8693695,9.629947,labeled_normal,,782160,none,,,,,
13.658325,9.129118,labeled_normal,,681365,none,,,,,
11.852448,11.928481,labeled_normal,,791186,none,,,,,
9.123175,16.08636,labeled_normal,,648474,none,,,,,
10.470053,7.8695617,labeled_normal,,1313,none,,,,,
8.179343,13.485844,labeled_normal,,703875,none,,,,,
12.173566,6.3484817,labeled_normal,,743775,none,,,,,
7.846206,16.608719,labeled_normal,,707128,none,,,,,
6.6360416,16.95073,labeled_normal,,655661,none,,,,,
7.5100875,17.278913,labeled_normal,,711234,none,,,,,
10.203973,11.856301,labeled_normal,,692127,none,,,,,
13.364262,10.1055765,labeled_normal,,748941,none,,,,,
11.395083,12.801895,labeled_normal,,787135,none,,,,,
7.4511185,17.393345,labeled_normal,,697028,none,,,,,
8.83017,15.850178,labeled_normal,,746805,none,,,,,
9.055357,14.051507,labeled_normal,,746170,none,,,,,
6.0962944,5.996522,labeled_normal,,725282,none,,,,,
10.640421,7.169801,labeled_normal,,702539,none,,,,,
9.361354,15.994595,labeled_normal,,736143,none,,,,,
6.54844,16.707333,labeled_normal,,649071,none,,,,,
10.977553,7.522739,labeled_normal,,687499,none,,,,,
8.8228445,13.109498,labeled_normal,,641227,none,,,,,
7.8477697,17.182312,labeled_normal,,1621,none,,,,,
13.16652,1.3802412,labeled_normal,,687382,none,,,,,
9.410896,16.606585,labeled_normal,,750962,none,,,,,
12.950643,13.267926,labeled_normal,,808578,none,,,,,
7.3498964,17.409992,labeled_normal,,726766,none,,,,,
9.9209585,16.773365,labeled_normal,,676204,none,,,,,
11.259901,11.337938,labeled_normal,,252062,none,,,,,
14.068135,10.965216,labeled_normal,,808379,none,,,,,
9.617358,16.863932,labeled_normal,,802164,none,,,,,
6.5323315,15.987925,labeled_normal,,776460,none,,,,,
10.618591,10.436267,labeled_normal,,719481,none,,,,,
15.443253,7.92448,labeled_normal,,245171,none,,,,,
7.7331433,17.45826,labeled_normal,,694845,none,,,,,
8.974186,14.310156,labeled_normal,,674,none,,,,,
13.282069,10.223589,labeled_normal,,789962,none,,,,,
10.488443,8.91105,labeled_normal,,787559,none,,,,,
11.376092,12.663636,labeled_normal,,806105,none,,,,,
13.866979,12.664764,labeled_normal,,693786,none,,,,,
10.276651,14.640148,labeled_normal,,704127,none,,,,,
6.7176776,16.649475,labeled_normal,,4633,none,,,,,
9.290944,15.381167,labeled_normal,,704212,none,,,,,
14.065549,11.245155,labeled_normal,,765015,none,,,,,
14.758341,9.258868,labeled_normal,,809518,none,,,,,
9.521513,16.150837,labeled_normal,,642419,none,,,,,
10.510837,10.82039,labeled_normal,,773589,none,,,,,
10.661998,8.499026,labeled_normal,,794860,none,,,,,
7.6889057,17.260897,labeled_normal,,706912,none,,,,,
12.620427,9.079086,labeled_normal,,768909,none,,,,,
11.13371,7.2508144,labeled_normal,,5836,none,,,,,
12.867771,13.005959,labeled_normal,,775768,none,,,,,
7.136089,15.221842,labeled_normal,,749111,none,,,,,
13.961618,10.864032,labeled_normal,,687244,none,,,,,
8.911559,12.229496,labeled_normal,,747923,none,,,,,
9.63806,13.38108,labeled_normal,,737630,none,,,,,
9.636053,12.204138,labeled_normal,,807494,none,,,,,
8.6363325,16.265133,labeled_normal,,754987,none,,,,,
10.324817,16.014606,labeled_normal,,721609,none,,,,,
10.72028,8.515284,labeled_normal,,775443,none,,,,,
10.083394,16.278078,labeled_normal,,676580,none,,,,,
7.816399,17.379515,labeled_normal,,4823,none,,,,,
8.126246,16.186533,labeled_normal,,747501,none,,,,,
13.06973,-3.5943284,labeled_normal,,787886,none,,,,,
8.424921,13.708151,labeled_normal,,731736,none,,,,,
11.024394,12.070533,labeled_normal,,690405,none,,,,,
11.312257,10.412023,labeled_normal,,690712,none,,,,,
9.632621,13.2557535,labeled_normal,,792113,none,,,,,
10.90537,8.529439,labeled_normal,,690513,none,,,,,
8.618025,13.634947,labeled_normal,,699186,none,,,,,
12.1269455,12.681364,labeled_normal,,807578,none,,,,,
8.015119,16.38224,labeled_normal,,726141,none,,,,,
8.26586,16.304092,labeled_normal,,646089,none,,,,,
13.480518,13.020709,labeled_normal,,763782,none,,,,,
10.7608595,11.40483,labeled_normal,,768756,none,,,,,
7.156255,1.6768627,labeled_normal,,756617,none,,,,,
10.433056,9.653884,labeled_normal,,773966,none,,,,,
11.928892,12.357709,labeled_normal,,767371,none,,,,,
11.916676,12.5376835,labeled_normal,,727892,none,,,,,
12.155524,13.051113,labeled_normal,,244897,none,,,,,
10.034818,14.14547,labeled_normal,,252154,none,,,,,
8.901208,15.01258,labeled_normal,,724992,none,,,,,
10.946489,12.303171,labeled_normal,,807347,none,,,,,
10.778028,15.012339,labeled_normal,,699964,none,,,,,
7.42323,0.79806566,labeled_normal,,691370,none,,,,,
8.321441,16.762856,labeled_normal,,747960,none,,,,,
13.527628,11.705119,labeled_normal,,739099,none,,,,,
9.438804,14.290419,labeled_normal,,801334,none,,,,,
9.1905775,13.44673,labeled_normal,,723301,none,,,,,
6.7813725,17.232372,labeled_normal,,725492,none,,,,,
7.9608297,15.994164,labeled_normal,,650418,none,,,,,
8.233506,16.601255,labeled_normal,,707741,none,,,,,
6.9376864,1.5067301,labeled_normal,,795484,none,,,,,
9.34645,15.638326,labeled_normal,,642058,none,,,,,
10.429427,16.106922,labeled_normal,,753336,none,,,,,
6.81915,16.878222,labeled_normal,,683579,none,,,,,
12.889904,13.324239,labeled_normal,,685689,none,,,,,
14.297898,10.073043,labeled_normal,,744963,none,,,,,
12.424154,12.985,labeled_normal,,805264,none,,,,,
7.1689286,15.980976,labeled_normal,,656753,none,,,,,
9.51806,16.837337,labeled_normal,,675400,none,,,,,
7.2993035,15.626375,labeled_normal,,730565,none,,,,,
9.306901,16.56277,labeled_normal,,657527,none,,,,,
8.719499,15.52362,labeled_normal,,678466,none,,,,,
14.126196,12.017363,labeled_normal,,790140,none,,,,,
10.379555,8.000871,labeled_normal,,747590,none,,,,,
7.509534,16.986359,labeled_normal,,751782,none,,,,,
9.066275,15.903831,labeled_normal,,6221,none,,,,,
9.560053,14.512588,labeled_normal,,675104,none,,,,,
8.37745,13.75775,labeled_normal,,704750,none,,,,,
6.7439985,16.863682,labeled_normal,,642284,none,,,,,
10.24503,8.514827,labeled_normal,,732526,none,,,,,
12.416477,11.876542,labeled_normal,,717771,none,,,,,
3.670185,-3.9995663,labeled_normal,,673961,none,,,,,
10.597489,9.510323,labeled_normal,,775457,none,,,,,
11.923533,8.667946,labeled_normal,,720853,none,,,,,
6.600555,17.35878,labeled_normal,,651865,none,,,,,
9.720041,13.309449,labeled_normal,,799151,none,,,,,
7.572556,16.61823,labeled_normal,,737430,none,,,,,
10.39023,16.160856,labeled_normal,,799706,none,,,,,
12.48494,13.119104,labeled_normal,,685536,none,,,,,
8.9741335,14.143938,labeled_normal,,748628,none,,,,,
12.739407,13.433098,labeled_normal,,788808,none,,,,,
5.29374,1.4837201,labeled_normal,,651578,none,,,,,
12.538608,6.7462087,labeled_normal,,743524,none,,,,,
13.847112,10.410407,labeled_normal,,718435,none,,,,,
7.3768506,15.694006,labeled_normal,,725725,none,,,,,
13.276731,9.250752,labeled_normal,,761003,none,,,,,
9.609857,16.858017,labeled_normal,,676826,none,,,,,
6.868464,17.029133,labeled_normal,,734637,none,,,,,
9.60722,16.662872,labeled_normal,,798060,none,,,,,
10.966979,7.706901,labeled_normal,,715737,none,,,,,
8.531248,17.000547,labeled_normal,,707546,none,,,,,
10.737066,11.931376,labeled_normal,,763346,none,,,,,
6.8273015,5.164436,labeled_normal,,693882,none,,,,,
11.581909,6.214337,labeled_normal,,775317,none,,,,,
8.683073,15.473175,labeled_normal,,708898,none,,,,,
7.7010045,16.639809,labeled_normal,,747838,none,,,,,
13.414667,12.98524,labeled_normal,,760545,none,,,,,
10.782818,11.609369,labeled_normal,,717560,none,,,,,
9.534851,13.63918,labeled_normal,,749090,none,,,,,
10.594224,11.903078,labeled_normal,,691704,none,,,,,
9.14521,14.023376,labeled_normal,,648101,none,,,,,
8.206282,14.963878,labeled_normal,,5707,none,,,,,
11.680758,13.193345,labeled_normal,,806322,none,,,,,
12.554248,13.058272,labeled_normal,,775267,none,,,,,
9.629053,14.453878,labeled_normal,,800980,none,,,,,
10.562312,15.485441,labeled_normal,,755120,none,,,,,
6.302098,16.693266,labeled_normal,,785126,none,,,,,
9.34431,16.50704,labeled_normal,,676943,none,,,,,
13.671432,10.861742,labeled_normal,,739019,none,,,,,
7.0321517,17.049994,labeled_normal,,729069,none,,,,,
14.427151,9.348848,labeled_normal,,759385,none,,,,,
11.9559,13.24713,labeled_normal,,688204,none,,,,,
8.123485,14.281603,labeled_normal,,655350,none,,,,,
9.8653345,16.421358,labeled_normal,,793608,none,,,,,
6.5786514,16.398096,labeled_normal,,720806,none,,,,,
12.430009,12.867407,labeled_normal,,788648,none,,,,,
12.71528,12.849287,labeled_normal,,716376,none,,,,,
8.533791,16.30309,labeled_normal,,6438,none,,,,,
7.2656527,15.967951,labeled_normal,,804075,none,,,,,
10.628579,16.013527,labeled_normal,,796956,none,,,,,
12.614012,13.312522,labeled_normal,,778052,none,,,,,
13.068096,8.935796,labeled_normal,,681066,none,,,,,
11.455821,11.751094,labeled_normal,,769199,none,,,,,
9.356625,13.970708,labeled_normal,,705927,none,,,,,
10.950275,11.790061,labeled_normal,,715051,none,,,,,
7.776731,16.632015,labeled_normal,,755883,none,,,,,
11.547765,9.435297,labeled_normal,,4025,none,,,,,
9.126182,16.900572,labeled_normal,,253269,none,,,,,
10.631608,7.36627,labeled_normal,,797332,none,,,,,
10.199092,16.401644,labeled_normal,,795684,none,,,,,
10.426181,16.164091,labeled_normal,,750985,none,,,,,
7.089277,16.983074,labeled_normal,,737133,none,,,,,
7.4933953,17.158815,labeled_normal,,648988,none,,,,,
12.5181875,13.184662,labeled_normal,,717121,none,,,,,
10.189587,14.937964,labeled_normal,,253207,none,,,,,
12.456046,13.296998,labeled_normal,,808532,none,,,,,
7.926894,16.72087,labeled_normal,,747062,none,,,,,
12.615629,12.539022,labeled_normal,,769734,none,,,,,
10.567662,8.122656,labeled_normal,,5969,none,,,,,
10.554797,16.028465,labeled_normal,,753253,none,,,,,
10.381106,10.152962,labeled_normal,,809038,none,,,,,
7.3784847,17.432041,labeled_normal,,729690,none,,,,,
12.714396,12.596323,labeled_normal,,769779,none,,,,,
13.542386,11.976101,labeled_normal,,767219,none,,,,,
9.300236,16.502386,labeled_normal,,753749,none,,,,,
9.861764,15.794868,labeled_normal,,800094,none,,,,,
8.44637,13.737541,labeled_normal,,653704,none,,,,,
10.569757,14.310075,labeled_normal,,707450,none,,,,,
9.398745,14.620089,labeled_normal,,675562,none,,,,,
9.757436,15.244333,labeled_normal,,724401,none,,,,,
9.730403,13.334462,labeled_normal,,798164,none,,,,,
10.327646,16.472046,labeled_normal,,675857,none,,,,,
10.535244,16.027334,labeled_normal,,798969,none,,,,,
11.444637,13.1818905,labeled_normal,,686023,none,,,,,
7.268154,14.797679,labeled_normal,,807807,none,,,,,
13.539749,12.232954,labeled_normal,,720292,none,,,,,
8.53277,15.805859,labeled_normal,,747982,none,,,,,
8.346692,16.016647,labeled_normal,,706224,none,,,,,
9.310287,16.219265,labeled_normal,,2967,none,,,,,
10.711562,7.335047,labeled_normal,,653875,none,,,,,
11.459848,6.417858,labeled_normal,,770519,none,,,,,
2.5881698,3.73209,labeled_normal,,743975,none,,,,,
10.90363,15.46567,labeled_normal,,657236,none,,,,,
12.61201,12.662601,labeled_normal,,778002,none,,,,,
10.7916975,15.744708,labeled_normal,,675107,none,,,,,
9.646048,13.849181,labeled_normal,,795050,none,,,,,
12.869512,12.372671,labeled_normal,,691984,none,,,,,
11.206662,12.533159,labeled_normal,,767465,none,,,,,
8.849371,14.071198,labeled_normal,,726575,none,,,,,
11.956699,11.670204,labeled_normal,,769848,none,,,,,
7.006088,17.205673,labeled_normal,,732206,none,,,,,
13.612738,12.011205,labeled_normal,,766970,none,,,,,
12.038379,11.646215,labeled_normal,,739570,none,,,,,
12.876235,12.717159,labeled_normal,,717292,none,,,,,
10.426049,15.729871,labeled_normal,,800539,none,,,,,
10.304282,15.82424,labeled_normal,,753724,none,,,,,
10.245281,16.432793,labeled_normal,,798885,none,,,,,
9.766982,14.965757,labeled_normal,,677063,none,,,,,
10.512812,16.365788,labeled_normal,,802405,none,,,,,
8.534486,16.555573,labeled_normal,,708141,none,,,,,
6.319678,17.157648,labeled_normal,,680019,none,,,,,
10.520593,16.426666,labeled_normal,,676332,none,,,,,
11.389919,12.121505,labeled_normal,,766076,none,,,,,
11.012322,11.35148,labeled_normal,,770508,none,,,,,
8.61411,12.951155,labeled_normal,,680799,none,,,,,
7.1578345,1.6462679,labeled_normal,,653997,none,,,,,
8.594397,16.611383,labeled_normal,,734765,none,,,,,
7.983038,16.747187,labeled_normal,,698351,none,,,,,
14.4481945,10.447584,labeled_normal,,684927,none,,,,,
9.212257,13.9478655,labeled_normal,,802398,none,,,,,
13.880385,12.630355,labeled_normal,,687922,none,,,,,
10.358152,16.119556,labeled_normal,,753244,none,,,,,
8.837206,14.088888,labeled_normal,,703861,none,,,,,
6.704343,16.813501,labeled_normal,,726831,none,,,,,
9.4601555,16.112677,labeled_normal,,752468,none,,,,,
7.699673,15.438399,labeled_normal,,654957,none,,,,,
13.36714,9.930325,labeled_normal,,685321,none,,,,,
11.626143,13.2598095,labeled_normal,,807013,none,,,,,
8.643729,14.926157,labeled_normal,,678034,none,,,,,
10.171854,9.907679,labeled_normal,,757755,none,,,,,
9.235118,16.905144,labeled_normal,,676705,none,,,,,
8.949945,14.980539,labeled_normal,,725011,none,,,,,
9.599898,16.828192,labeled_normal,,753759,none,,,,,
9.001695,12.893762,labeled_normal,,746397,none,,,,,
8.573122,17.061306,labeled_normal,,640896,none,,,,,
8.969551,15.553191,labeled_normal,,705001,none,,,,,
10.899973,14.026349,labeled_normal,,809615,none,,,,,
11.811228,13.002077,labeled_normal,,685861,none,,,,,
10.276457,16.416609,labeled_normal,,801086,none,,,,,
12.229126,6.4190774,labeled_normal,,743143,none,,,,,
13.509869,10.271484,labeled_normal,,652938,none,,,,,
12.033596,11.955377,labeled_normal,,760569,none,,,,,
6.762132,17.051662,labeled_normal,,745294,none,,,,,
10.285399,16.40539,labeled_normal,,801367,none,,,,,
6.5321956,16.865843,labeled_normal,,658421,none,,,,,
10.039002,16.350592,labeled_normal,,796164,none,,,,,
9.658292,13.309595,labeled_normal,,754775,none,,,,,
7.0997543,1.605103,labeled_normal,,756851,none,,,,,
13.725947,12.499304,labeled_normal,,685710,none,,,,,
12.689345,13.614261,labeled_normal,,714304,none,,,,,
8.746754,12.670892,labeled_normal,,660225,none,,,,,
11.12604,6.3465195,labeled_normal,,682282,none,,,,,
10.025375,16.389578,labeled_normal,,793178,none,,,,,
9.27472,16.785349,labeled_normal,,801294,none,,,,,
7.1399307,17.31469,labeled_normal,,704001,none,,,,,
8.028988,15.667391,labeled_normal,,708707,none,,,,,
12.623055,10.846007,labeled_normal,,777533,none,,,,,
11.42905,13.298752,labeled_normal,,743103,none,,,,,
6.7333436,16.183372,labeled_normal,,759647,none,,,,,
15.6448345,9.499085,labeled_normal,,744242,none,,,,,
7.2058306,1.5604042,labeled_normal,,774588,none,,,,,
9.430537,14.812796,labeled_normal,,676613,none,,,,,
11.888889,12.929575,labeled_normal,,688616,none,,,,,
11.360557,7.3568053,labeled_normal,,767226,none,,,,,
13.94393,10.941314,labeled_normal,,719634,none,,,,,
11.452159,6.1724,labeled_normal,,758520,none,,,,,
6.3315287,16.51455,labeled_normal,,804002,none,,,,,
11.321585,13.01165,labeled_normal,,762775,none,,,,,
9.81147,12.070416,labeled_normal,,777486,none,,,,,
9.735964,15.180162,labeled_normal,,798957,none,,,,,
12.158162,12.610892,labeled_normal,,779446,none,,,,,
12.704264,12.562043,labeled_normal,,716490,none,,,,,
9.453016,13.213828,labeled_normal,,737225,none,,,,,
8.215755,14.076752,labeled_normal,,1990,none,,,,,
8.152308,15.129491,labeled_normal,,755658,none,,,,,
7.6561975,15.188737,labeled_normal,,749891,none,,,,,
6.433624,16.912384,labeled_normal,,728713,none,,,,,
8.956759,16.366854,labeled_normal,,745861,none,,,,,
6.4006042,16.862183,labeled_normal,,681609,none,,,,,
13.330915,8.808688,labeled_normal,,693438,none,,,,,
10.379189,16.14057,labeled_normal,,793002,none,,,,,
10.569589,8.255692,labeled_normal,,801341,none,,,,,
13.414582,-3.9979458,labeled_normal,,706671,none,,,,,
7.3781896,17.101418,labeled_normal,,702135,none,,,,,
12.457276,9.953769,labeled_normal,,809798,none,,,,,
12.901637,12.022085,labeled_normal,,717211,none,,,,,
7.1911564,15.283041,labeled_normal,,757416,none,,,,,
12.684872,12.622661,labeled_normal,,717722,none,,,,,
7.300616,14.942403,labeled_normal,,691637,none,,,,,
12.957527,9.882179,labeled_normal,,789674,none,,,,,
8.847244,13.444929,labeled_normal,,643920,none,,,,,
8.648017,16.310926,labeled_normal,,709114,none,,,,,
10.849638,15.687934,labeled_normal,,753953,none,,,,,
13.013431,11.733324,labeled_normal,,791168,none,,,,,
7.2912583,14.764024,labeled_normal,,690212,none,,,,,
12.600929,12.359419,labeled_normal,,757603,none,,,,,
14.421891,10.478551,labeled_normal,,743078,none,,,,,
12.442476,13.498914,labeled_normal,,686506,none,,,,,
10.540198,16.171778,labeled_normal,,675819,none,,,,,
11.271744,12.440871,labeled_normal,,690220,none,,,,,
12.133014,13.079332,labeled_normal,,761487,none,,,,,
6.521122,17.131813,labeled_normal,,694857,none,,,,,
12.654649,12.935358,labeled_normal,,757544,none,,,,,
8.729869,16.278246,labeled_normal,,641873,none,,,,,
12.443988,12.801832,labeled_normal,,769372,none,,,,,
13.701733,11.744708,labeled_normal,,778136,none,,,,,
11.937811,13.060259,labeled_normal,,803657,none,,,,,
7.6643953,16.931479,labeled_normal,,701416,none,,,,,
12.546252,12.255898,labeled_normal,,805915,none,,,,,
10.438428,15.5478525,labeled_normal,,5894,none,,,,,
12.977708,8.852694,labeled_normal,,247198,none,,,,,
9.156668,13.93941,labeled_normal,,1141,none,,,,,
7.056363,16.59446,labeled_normal,,655919,none,,,,,
12.339524,13.375454,labeled_normal,,684982,none,,,,,
10.5450115,15.490355,labeled_normal,,785159,none,,,,,
9.011428,16.379364,labeled_normal,,727466,none,,,,,
11.456964,11.129079,labeled_normal,,718967,none,,,,,
10.306433,16.22432,labeled_normal,,793813,none,,,,,
8.661644,16.492971,labeled_normal,,641084,none,,,,,
11.90097,12.361519,labeled_normal,,790408,none,,,,,
9.82722,16.57597,labeled_normal,,675405,none,,,,,
9.1111145,16.891287,labeled_normal,,675872,none,,,,,
12.414733,13.480252,labeled_normal,,808872,none,,,,,
6.4045672,16.996077,labeled_normal,,649143,none,,,,,
9.992086,16.27466,labeled_normal,,677220,none,,,,,
11.232537,10.071386,labeled_normal,,790745,none,,,,,
13.309623,12.98232,labeled_normal,,807141,none,,,,,
13.221574,10.250153,labeled_normal,,689037,none,,,,,
9.390511,13.208157,labeled_normal,,707743,none,,,,,
10.964751,8.62949,labeled_normal,,683739,none,,,,,
8.686918,16.253557,labeled_normal,,706004,none,,,,,
10.874418,7.708081,labeled_normal,,761496,none,,,,,
10.379653,9.585523,labeled_normal,,727966,none,,,,,
12.661386,10.372592,labeled_normal,,698400,none,,,,,
12.402152,12.817088,labeled_normal,,714664,none,,,,,
12.469844,12.393615,labeled_normal,,716124,none,,,,,
13.189968,12.024675,labeled_normal,,773389,none,,,,,
7.207073,17.13912,labeled_normal,,652215,none,,,,,
6.634507,16.746775,labeled_normal,,785041,none,,,,,
10.880058,11.892789,labeled_normal,,780809,none,,,,,
7.468365,17.39083,labeled_normal,,736137,none,,,,,
8.969402,14.04198,labeled_normal,,795702,none,,,,,
8.567477,14.507025,labeled_normal,,701330,none,,,,,
10.258907,10.908819,labeled_normal,,758799,none,,,,,
14.264339,10.089087,labeled_normal,,770445,none,,,,,
11.481643,8.390829,labeled_normal,,760811,none,,,,,
8.5988035,15.898044,labeled_normal,,698636,none,,,,,
11.6943035,6.243203,labeled_normal,,675042,none,,,,,
14.364359,9.387727,labeled_normal,,778409,none,,,,,
9.094857,13.20104,labeled_normal,,746715,none,,,,,
13.92152,12.524375,labeled_normal,,767105,none,,,,,
7.1226997,15.3645,labeled_normal,,683988,none,,,,,
9.551933,16.002415,labeled_normal,,794627,none,,,,,
9.386024,14.533746,labeled_normal,,793558,none,,,,,
11.2849245,11.366983,labeled_normal,,739649,none,,,,,
8.597752,16.401539,labeled_normal,,721637,none,,,,,
6.52879,16.948236,labeled_normal,,735341,none,,,,,
10.487908,7.895238,labeled_normal,,645430,none,,,,,
8.564309,16.05904,labeled_normal,,6169,none,,,,,
12.574209,9.337299,labeled_normal,,735002,none,,,,,
12.225661,12.344261,labeled_normal,,740164,none,,,,,
11.208539,11.598382,labeled_normal,,690786,none,,,,,
11.854806,8.208532,labeled_normal,,690874,none,,,,,
7.760289,14.591255,labeled_normal,,720718,none,,,,,
10.807414,10.754368,labeled_normal,,756592,none,,,,,
7.224518,17.15576,labeled_normal,,725774,none,,,,,
9.556625,14.560589,labeled_normal,,796516,none,,,,,
7.2010493,1.4560289,labeled_normal,,650928,none,,,,,
10.154189,11.562676,labeled_normal,,784658,none,,,,,
13.083851,-3.7270458,labeled_normal,,736784,none,,,,,
10.53012,10.538425,labeled_normal,,720254,none,,,,,
13.175022,1.1785342,labeled_normal,,763448,none,,,,,
10.501498,12.4363165,labeled_normal,,775740,none,,,,,
10.067135,10.200719,labeled_normal,,245562,none,,,,,
7.9152684,16.538204,labeled_normal,,749123,none,,,,,
10.431008,16.236822,labeled_normal,,798044,none,,,,,
9.414031,13.102312,labeled_normal,,646361,none,,,,,
8.398324,14.118642,labeled_normal,,727421,none,,,,,
8.983052,13.751319,labeled_normal,,698186,none,,,,,
10.618868,12.23212,labeled_normal,,786163,none,,,,,
9.067626,12.998737,labeled_normal,,755816,none,,,,,
8.98489,13.824194,labeled_normal,,746599,none,,,,,
10.470805,9.564021,labeled_normal,,757373,none,,,,,
13.8671665,9.543783,labeled_normal,,803838,none,,,,,
12.364957,11.890055,labeled_normal,,739342,none,,,,,
11.178562,11.2041,labeled_normal,,717554,none,,,,,
10.802518,11.679393,labeled_normal,,770861,none,,,,,
10.420731,9.567424,labeled_normal,,762975,none,,,,,
10.07432,15.952101,labeled_normal,,798681,none,,,,,
12.2072,12.431452,labeled_normal,,781403,none,,,,,
